venture_ID,HumanCapital,BusPlanning,EntrepOrient,Proactive,Self-efficacy,International,MoneyGrowth,SizeGrowth
164,0.53864778,1.191291905,-2.339719198,0.064110835,0.461506433,-1.232905865,-1.005287412,-0.775245255
165,0.895144651,0.44276092,0.004009004,0.419852141,-0.771043163,0.406611303,-0.30268381,0.262449376
166,1.513308399,-1.069384118,0.667843154,1.362594881,-0.045890337,1.199897964,0.476933638,0.241751856
167,1.153029103,1.79251283,0.583538562,1.334338039,-1.147419148,-2.275349626,-0.990858411,-0.923553844
168,0.630043765,-0.46717493,1.65005833,-0.556853861,0.38562647,0.581716983,-0.468407036,0.229777857
169,-0.775408351,-0.373372195,-0.157896445,-1.855423532,-1.182295631,-0.407166361,-0.828825932,0.529289791
170,0.879114523,0.813206397,0.447021717,-1.070841638,0.780824743,-0.104635001,0.923166015,-0.054498537
171,-1.410224343,-0.129955984,0.344999479,-0.425696227,-1.14201044,-1.718701817,-0.238431847,-0.005428639
172,-0.429239026,-0.111581171,-2.570879403,-0.179898217,-1.23374643,-0.100889134,-0.399148867,0.416292264
173,0.750456699,-0.608740422,0.759242344,-0.355688491,-0.49490795,0.706981482,0.452355955,-0.559512652
174,-1.344972803,-0.315373493,1.976824881,0.218683374,-0.343866692,0.33321568,-0.156350353,-0.499559535
175,0.612790441,-0.61565544,0.52838082,-0.506959499,0.317149701,-0.160144504,-0.205281852,-0.049080797
176,0.999881796,-1.58575482,1.117594928,0.204077255,0.631740204,0.759619001,-0.348958013,-0.311067076
177,-2.342459393,-0.471575828,0.037802026,-0.256042819,-0.522656651,0.592756174,-0.488442131,0.085279768
178,-0.474456793,0.600492197,-0.974821359,0.098370533,0.736061248,-0.925755605,-0.790133022,-0.500168559
179,-0.835994312,0.085493327,0.683241036,-0.201671195,0.61775643,-0.227147303,-0.912117106,-1.325766398
180,-0.622326979,0.843321184,-0.235224965,-0.581947009,-0.528796515,-0.232095603,-0.764122487,-0.485078365
181,-0.416492111,-0.587568936,1.045026339,-0.372691156,-0.421242245,0.192656078,-0.791032296,0.068566608
182,-0.112250721,0.11592405,-2.843503635,-0.264105344,0.004263912,-1.36308498,-1.411014239,0.527494871
183,-1.205795568,-0.241648963,-0.479814956,-1.72017884,-1.345431337,-1.201281353,0.713523699,1.440433348
184,1.998509317,0.68377381,0.588635279,-0.654789846,-0.836424906,2.059751378,0.837870479,-0.095289518
185,-0.66908391,1.420020658,-0.035273069,2.19205181,2.001252129,0.366677719,1.573553468,1.477275736
186,-1.018112718,-0.134983781,0.099423132,-1.779599157,1.170001952,0.459406963,-1.150272903,-0.672770962
187,1.022833888,0.46075203,0.172505258,-0.255515167,-0.106595545,-0.023653392,-0.373498804,-1.030918796
188,0.992089131,-0.44409708,1.295503977,0.2453698,2.226255784,0.855978571,1.646537248,0.796550712
189,-0.515045656,1.845921057,-1.763127709,1.094458492,1.536307954,1.230100754,0.376914424,0.964498422
190,-0.271060124,0.502508019,0.191685758,-1.237143796,1.094722654,0.36035148,-0.089950152,-0.334133502
191,-1.201269716,0.186979178,0.967905933,0.179603041,-0.555371538,0.81797646,0.187030846,0.069182673
192,0.644913263,2.098802759,-0.210449364,0.823398396,0.086182814,-0.092405068,0.412200785,0.943539116
193,-1.065816004,-0.720208369,0.064663346,-1.312713426,-0.180081948,-1.168279403,0.278211873,-0.336252536
194,-1.873104614,-2.013244438,0.445362291,0.478596586,-1.801735207,0.214596275,-0.392842527,-0.466813853
195,-0.637789224,-1.029372873,-1.55688686,-2.249420043,0.762465758,-0.181826453,0.704821019,-0.167770491
196,1.045297158,1.072046472,0.586305807,-0.6704553,-0.483040933,0.388629639,0.10460287,0.111200314
197,-0.814646089,1.417449859,-0.207957664,-1.107803476,-1.952157373,-0.331303372,-0.408286416,0.217765615
198,0.784830033,2.390457764,-1.143027763,0.629077692,1.401049138,1.076947575,1.947633375,0.630936005
199,-0.507021264,-1.224326748,1.244366971,0.627122923,-0.690017868,-0.89273436,-1.108386936,-0.666480087
200,1.25558366,-0.583713673,1.416762119,0.723741039,0.676903695,0.082284488,-0.013933354,0.468271787
201,0.349325945,0.498024191,-0.599422953,-0.466950393,-0.662565892,1.3869395,0.072307343,0.051210691
202,-1.002114107,-2.721880382,0.526855438,-0.668930694,-0.435446969,0.268222505,-0.37632007,-0.497254407
203,-0.680282383,-0.728588969,-0.674285592,1.089640609,0.430715309,0.622854948,-0.351232731,-0.408849731
204,0.970578455,1.434380837,0.85682761,1.123238216,1.256828303,0.788794258,2.922180452,2.710331814
205,-2.777726556,-0.360432253,0.447881955,-1.513559094,-0.020724808,-1.914200561,-0.038495325,0.034670567
206,0.271249788,1.068489037,1.733978873,-0.39793449,1.295014162,-0.513027526,0.57873796,-0.056305547
207,0.678304427,-0.27958459,-0.236140364,-1.290207817,-0.466732491,-2.313974997,-0.771689109,-0.0845523
208,-0.261210933,-0.90695393,0.781376212,-0.723192208,1.653418868,0.849189063,0.010419068,-1.588969198
209,0.690324265,0.286561511,0.39756268,1.519423327,-0.693963737,-0.165524096,0.174026943,0.297851546
210,0.994277953,0.89137238,-0.161427903,1.578212395,1.031612267,-0.50357693,-0.108484143,1.172785052
211,0.48751299,1.027778691,-0.061922934,1.668993952,-0.273998009,0.33264019,0.050607569,0.933740851
212,0.433774774,2.172478539,1.221006916,0.395615399,1.217709809,0.162193294,2.212036276,2.6095264
213,-1.781920881,-1.372597194,0.18469836,0.871307347,1.958386814,0.70719983,-0.836670451,-1.192714966
214,1.582419059,0.375542147,-1.501347525,0.667601334,-0.327705637,1.390122241,0.204104995,-0.428979197
215,1.413647866,-1.068811587,-1.149839137,-0.544070824,-1.261579742,0.043963541,0.159322086,-0.387666661
216,-0.106754976,1.376961286,0.752559461,0.84515633,0.134408738,-0.93806832,-0.052622486,-0.285653984
217,1.424402143,0.683272611,-0.961327804,0.851284381,0.345735017,0.533313586,0.593066822,0.169257462
218,1.580137494,0.724492644,0.103144885,1.193032894,0.746159595,1.366502022,2.524937948,1.949771086
219,0.076035225,0.532152239,0.894401001,0.801979685,0.153830523,0.045368547,0.438775324,0.094339975
220,-0.164221356,-0.101316194,1.077951256,0.050989896,-0.584587974,0.996763873,-0.041888304,-0.363506892
221,-0.930400271,-1.434945629,0.885300923,0.032757646,-0.147624497,0.445049493,-0.989181202,-1.104497183
222,-0.575429859,-0.913855467,-0.947509227,-1.619224058,-0.22605526,-1.216044327,0.265873164,1.215576174
223,-0.233952971,-1.977180216,-0.9554579,1.459062939,0.601986117,0.651033485,-0.681022339,-1.062998044
224,-1.541897825,0.624661861,-0.234293139,-0.739054748,-0.119921621,-1.646547212,-0.472491812,0.329019656
225,-0.018693502,0.698000467,-1.92300425,-1.205470998,-1.472970186,-0.526112678,-1.348133632,0.143568105
226,1.427657735,0.606722567,1.113214499,-0.482122815,-0.787982142,0.680126657,-0.376720256,0.154573068
227,1.188021054,1.099470948,-0.706661619,-1.178669189,1.139439332,-0.376325493,-0.260756427,-0.144627065
228,-0.416457735,-0.867482354,0.480666207,0.639379584,-1.193416782,-1.339206802,-0.888509076,-0.850949437
229,0.167739824,-0.840137929,0.627296007,-0.842930846,1.016148872,0.641526729,-1.243563247,-0.810642938
230,-0.164574776,0.411316564,1.161368273,0.33233109,0.98666509,-1.078301157,-0.580397751,-0.088542109
231,-3.087444923,-0.672679919,1.071240872,-0.74608794,-0.645063899,-1.441603697,0.112564462,-0.072387179
232,-0.944820615,0.16293809,0.877532901,-0.420265766,1.386725828,1.421754012,1.163322113,-0.304052853
233,-0.722371617,0.197853931,-0.77201314,-0.097702105,0.943012621,-0.729327216,-1.156591562,-0.303928186
234,-1.894042323,-0.515468649,1.039517326,-0.505154017,-0.018582001,-0.538490954,-0.84221219,-1.536604371
235,-0.285240091,-0.44243763,-0.511139158,-0.57860947,0.605643565,-0.043890628,-0.346990034,-0.49470833
236,-1.227832483,-0.425633812,-1.638846405,0.211758944,-0.657557131,0.414621703,-1.204395584,-0.631466415
237,-0.404254084,1.408950928,2.301961624,-0.5834558,-0.962915478,-1.024212957,-1.123388274,-0.840474415
238,0.048113628,-0.441139413,0.809674019,0.078466714,-0.252082458,-0.635360539,-0.008569304,0.033197253
239,0.968328197,1.347144692,-0.411959868,-0.236772207,0.26759895,-0.630889614,-0.273734797,-0.27974391
240,-1.177585263,-0.809738104,-0.609266697,-2.325920989,-1.559774205,-0.259952504,0.799926706,0.979934336
241,0.335688222,-0.403608672,-0.615353138,-0.660201308,-1.315669896,-0.160487201,-0.830910824,0.309325833
242,1.644527857,0.650799389,0.550178917,1.028161297,0.142682039,0.304992207,2.153981381,1.256948388
243,-1.360216268,-0.96531102,-1.441531142,0.304358013,-1.572319851,-1.857689001,0.36095958,0.929079663
244,-0.885759527,-1.098892868,-1.721643815,-1.197391805,-1.646328661,0.460761257,0.191261352,0.276689109
245,-0.62969342,0.475694139,-1.268627143,-0.349388324,-0.382733526,0.992948195,0.521788161,-0.2417389
246,0.549743354,0.930819603,-0.4377909,0.789231155,0.28483541,-0.288536628,-0.06201281,0.160303342
247,-1.051142965,-1.406820687,0.325517721,-0.847876149,2.011801337,-1.881796844,-0.182328375,-0.944147854
248,1.36027894,0.337776412,0.647427272,0.63575848,-1.679447568,0.202568278,-0.226330828,0.090418835
249,-0.131594784,-1.880767694,0.276458783,1.334697628,-1.557456206,-0.495414313,-1.052454712,-0.955298748
250,0.40748535,0.112621362,0.369811025,-0.953665837,1.825954734,2.407256956,0.725846725,0.199957747
251,-0.378157785,-1.620240998,-1.048370976,-0.782902935,-1.806344075,-0.876332912,0.646017014,1.223880204
252,0.077806102,-0.495658997,0.338242237,-1.132994707,-0.894400623,-0.404954949,-0.568987821,-0.446153128
253,-0.814628304,0.466259601,3.237285042,-1.824294123,1.483157521,0.300869528,-0.25753268,-0.823559345
254,-0.47796393,0.659216557,-0.859027093,1.554535103,-0.181409073,0.246434505,-0.320980312,0.258973051
255,0.549861794,-0.166730227,0.010542577,0.658462565,-0.96074127,-1.951844209,-0.981904033,-0.984864524
256,-0.036845139,1.510894582,-1.809052169,-0.991140795,0.021621989,0.75468758,-1.022102172,-0.723748905
257,-0.093201751,1.258400538,-0.792300956,1.163281199,2.057641185,-0.726418662,-0.380483876,0.140964267
258,1.282448531,-1.129599221,1.237014068,-0.0271926,-1.008074437,0.011828295,-0.848097316,-0.519830631
259,-0.967360361,-0.478234693,-0.605015116,0.123886041,-0.637073852,0.367150497,-1.09407923,-1.036200846
260,0.692890438,0.549284886,1.537325594,0.599708898,2.436467207,-0.694828004,1.337453794,1.546138399
261,1.247003242,1.143682636,-0.599862558,1.913938912,-0.165849497,0.742628398,0.908762021,0.606162222
262,-0.255963807,-0.02751542,0.436035942,-0.184890859,1.232106473,-0.544890633,0.138743176,-1.088384647
263,0.554030709,0.403971463,0.054391069,-0.604277329,-0.405491623,-1.255953149,-1.109938069,-0.070239361
264,0.449688545,-0.77862127,0.027825365,0.131364891,-0.828055078,0.292938096,-0.797785795,-0.871298985
265,0.042815428,-1.104528774,-1.524072636,-0.841884348,0.089739121,-0.154716985,-0.032811171,-1.342637218
266,1.834546279,1.404142122,0.247422352,1.692270521,0.08810388,2.200505344,2.819710142,3.88475165
267,-0.899152488,-0.414841903,0.097048442,-1.017268409,0.373721014,0.342579506,0.209482553,-0.316119057
268,0.512532533,-1.409515716,0.555751398,-0.847282544,0.024830964,0.544421366,-0.705592317,-0.560071278
269,0.533256516,1.102139067,-0.503260829,0.232718611,0.209208901,-0.853422448,-1.136534299,-0.30054284
270,-1.455027185,-1.581076976,-2.04192932,-0.821270753,-0.9242318,-2.501247067,2.073512182,2.94625834
271,0.25852425,-0.238352039,-0.614163267,1.304532035,-1.277233581,-0.950370122,-0.250544317,-0.905101294
272,0.227932615,-0.513790697,-0.576787817,-1.152892518,0.246925925,0.256430017,-0.139319887,-0.868242326
273,0.088291699,-0.611020085,-0.787313116,-1.352543569,0.168357806,0.131273373,-0.323287996,0.038550689
274,-1.19358235,-1.278012815,-1.253971102,0.778812944,-2.032745151,-0.522497969,-0.003601695,-0.188655675
275,0.824893656,0.97394753,-0.047308384,1.935950158,-1.059856385,-0.184753586,0.6286814,-0.049304212
276,0.063972159,-0.102121572,-0.394490364,0.748317261,0.323199516,1.406490336,0.347315771,-0.116607451
277,-1.93835138,-2.075104577,0.230950547,-1.237509655,1.773554606,0.217263619,-1.535557791,-1.562051192
278,0.047565142,0.366929982,-1.431928435,-0.908152423,-0.961575655,-0.788832033,-0.84481886,-0.334987865
279,-0.200536033,-1.513481992,-1.781226096,-0.142346239,-1.449683539,-1.772520847,0.662364737,1.032823752
280,-0.306826241,-2.636638314,0.85182585,-0.435615246,1.036992265,0.78607727,-0.754261916,-1.181180736
281,-1.346758644,2.093255331,-1.957087575,-0.22106269,-1.952211848,-0.54514889,-1.418494576,-0.129468808
282,-0.810595912,1.00253931,0.658092078,0.706015044,0.773872863,-1.313022618,-0.178806719,0.352005734
283,-0.926581217,0.649931324,1.343873081,0.462031472,-0.863147906,0.098257506,0.303433813,-0.801656076
284,0.808143618,-0.277624972,0.261703971,0.616433122,-2.256140502,-0.299554023,-0.165857489,-1.262781333
285,0.235568244,1.304774276,-0.704406366,1.667821728,-1.094756886,0.946052576,-0.128530498,0.419643401
286,-0.047887123,-1.245565542,-0.536363829,-0.891134429,1.637589698,-0.591988329,-0.399964986,-1.179272676
287,0.366007287,-0.473601514,-0.966665509,0.535184858,1.029289856,0.268566185,0.320853085,0.191476611
288,-0.138167526,0.812953108,-0.130874652,-1.068675701,0.104784945,-1.193115603,-0.343876246,-0.402112631
289,-0.207807425,-1.080341762,-0.831250056,1.36946574,-1.076658098,-1.019386731,-0.79683386,-0.294383283
290,1.113033164,0.728792646,-0.575648967,1.582982092,1.377832455,0.087720888,1.37746552,0.839902646
291,0.733587118,-0.130440899,0.109205199,1.984829208,-0.868401184,-1.479343154,-0.42300788,-1.238636846
292,-0.621019177,-0.637132543,-1.101342458,-0.860448517,-1.394239511,0.977321887,-0.051387819,-0.500012529
293,-1.378775716,-0.929642282,-1.570651718,-0.714159023,-1.019969361,-1.096159596,0.465340874,1.489617168
294,-1.018537087,0.160585052,0.309188651,0.665536642,-0.749290599,0.273995908,-0.353868161,-0.809848269
295,1.443665243,0.175229106,-1.904778159,-0.06583229,1.262519538,0.468340089,-0.249554735,-0.679958564
296,0.929185461,1.107904085,0.093833748,1.594039997,-0.180127095,0.5197926,0.517637378,0.995910293
297,0.030628718,2.427477867,1.375594222,0.359842693,0.79113853,0.734238646,2.80930989,2.246139832
298,-0.882257929,-0.221182639,1.598330946,0.825174548,1.418720664,0.225361752,0.14510071,0.059597203
299,1.188776376,-0.881524782,-0.477483016,1.35964197,1.65819066,0.741631869,0.952414503,0.480042981
300,0.012356785,0.855602499,0.40321942,-0.198311731,-0.003132098,0.214004063,0.121929571,0.248589576
301,0.09205292,-0.715334717,0.033127174,-0.163344188,1.057994856,0.767652438,-0.275790342,-0.665038744
302,-1.567828009,1.760881995,0.975658731,-0.249450529,1.095779648,-1.145916467,-1.88782598,-1.097720318
303,-0.418673457,0.866211571,-0.056466804,1.252983271,0.422766197,-0.128857678,0.358884127,0.196121914
304,1.785521302,-0.034733862,2.204850775,-0.363269427,-0.093671286,1.239196502,0.85234464,0.709604078
305,0.435631181,0.240274107,1.040871518,0.972320564,1.112252077,0.642829686,0.765928995,1.434814366
306,-1.007735073,-1.226979845,1.026375202,0.582299903,-0.218903854,-1.40219097,-1.200686456,-0.848835418
307,0.83177982,-0.604090298,1.661167765,-0.185785205,1.21526432,1.176024668,0.762883468,0.506907465
308,-0.246022739,1.353966599,-1.01355499,0.73893077,-1.288438486,-0.415545347,-0.759264464,0.174022725
309,-1.729140435,-0.476781473,1.764042766,-0.281939379,0.89886829,1.341065748,-0.783284942,-0.685723468
310,-2.894551234,-0.569041727,0.728338217,-2.071106291,0.560520586,-0.849527733,0.418335041,-0.794267146
311,0.350089064,0.265825796,0.840538457,-0.225417948,-0.598146538,1.567420117,-0.309788057,0.889425212
312,0.445115421,0.493710411,2.526704262,-0.272166346,1.864952825,0.435784399,1.525244366,2.061027049
313,-0.596536669,-0.73448427,-0.756290741,-0.850303291,-0.032362983,0.076046983,-0.667351143,-0.723210687
314,1.30587499,0.542980637,2.242656619,0.678368013,0.818612444,0.358708578,1.719527371,1.927871835
315,-0.590223884,0.699495986,-0.323003182,0.002149825,-0.068060539,-1.382643247,-0.495285365,0.263407253
316,-1.212231736,-0.375051294,1.177301289,0.246508206,-0.339751451,0.76034338,-0.725006055,-0.004925102
317,0.749781048,-1.368902565,-0.548285452,-0.301787781,-2.470907278,1.543040958,-0.56828518,-0.688213549
318,-0.741046713,0.540576709,0.230901054,0.861494025,0.14496799,-1.456853213,-0.610642658,-0.428585405
319,0.508093564,-0.864839775,-0.646373745,0.249629783,-0.544362539,0.24296443,-0.885840176,-0.103289095
320,-0.889139384,-0.625931729,1.227647397,-2.602753889,-0.692639677,0.021789957,-0.693895281,-0.997417819
321,0.70192819,0.258486034,-0.246166952,1.039676758,-0.849096039,1.906734714,0.346823448,-0.393313154
322,-0.640737661,-0.077187704,-0.423047945,0.346213681,0.09871318,0.981485811,-0.826556537,-0.315687281
323,0.700937168,1.607319875,1.295124476,-0.452946493,0.800016471,0.480195937,0.807200711,1.013587254
324,0.465208028,0.065628165,-1.440357299,0.074972977,-0.43165352,1.057136423,-1.251723411,-0.970394952
325,1.784741366,0.187637721,0.653032189,1.681142293,1.662356639,1.68507548,3.623715685,2.957704015
326,1.213933029,2.107627219,-0.067929899,-0.537298482,-0.630175,0.933213217,0.592357356,-0.176667075
327,1.008374,0.673808498,0.240117643,-0.114921114,-0.73553979,-0.001643235,-0.201021122,-0.385169332
328,0.400758249,-0.16825565,0.038986818,0.571337002,0.16708254,2.70018218,0.222300551,0.631509014
329,1.498653688,-0.388595147,-0.244589565,0.616518381,-0.997914117,1.007833859,-0.081646114,-0.277028226
330,-1.09853055,1.411749329,1.119600447,-1.126886825,0.257206186,-1.301820758,-1.066923486,-1.267447846
331,0.629320797,1.157010577,-0.379752418,-0.45672732,-0.45818448,0.015796083,-0.078690261,-0.699920285
332,0.946547856,0.825797133,-0.519886832,-0.082276936,1.087773606,0.64660151,0.728392239,0.319409046
333,0.781009271,-0.461981764,0.014643482,-0.906975745,0.21377734,-1.201426928,0.113379803,-0.035463402
334,0.458331707,0.886121464,-0.741010247,-0.531208184,-0.626914995,0.489361211,-0.907462465,-0.428887565
335,0.890231658,-0.048102125,1.385849225,0.574825366,1.004771552,2.933950512,3.353469708,2.310505108
336,-0.498585253,-1.573060998,-0.025128592,0.214083852,-0.45150392,-0.585596724,-0.895289754,-0.43851915
337,-0.522741285,0.191004169,0.958584471,0.06795827,-1.155820745,0.824416763,-0.903700247,-0.944575208
338,-0.662604612,-0.762914731,-0.52444918,-1.110456558,-0.693199155,0.191619802,-0.896729159,-1.202743805
339,-1.674727307,-1.87858979,-1.679518051,-1.52757735,-1.921785363,-1.266565905,3.219093003,3.11461113
340,1.320057907,-0.94413385,1.685439251,0.762014939,0.273807536,1.29049478,0.879132128,1.407239448
341,-0.941225697,-0.597466037,-0.510815571,0.86802744,0.430025838,-0.175100649,-0.339297366,-0.273955972
342,-0.136926296,-0.537282049,1.082906447,0.180654662,-0.196314211,0.111635182,-0.833593369,-0.848047268
343,2.693112223,0.231384702,-2.283221841,0.576335155,-0.934088171,0.270726226,-0.19205926,-1.625052681
344,0.491894012,0.19255036,-0.931868842,-0.367865243,0.839459017,0.905607449,0.707410992,-0.459290399
345,-0.225836681,-1.426814171,-0.358994075,-0.550485216,-0.354097355,0.042688253,-0.564064527,-0.181498706
346,0.770748224,-1.149122818,1.497765217,0.684847386,0.520221867,0.219770968,-0.205821311,0.407368594
347,0.208875402,0.657632208,0.086357729,1.351907888,0.644166195,0.739815151,1.68396261,1.654759741
348,0.826386784,1.546710702,1.097254485,1.47340452,1.185068225,-0.193517764,2.499382856,2.302521302
349,-0.873151596,-0.201561653,0.03647365,-0.674493625,-0.653551932,0.656166183,-0.253987876,0.073005164
350,0.493612053,0.268573052,0.127048853,0.868943907,1.864873899,0.746190405,0.884375689,1.244338176
351,-1.063800292,-0.078706655,0.210777832,-0.10941347,-1.520691604,-0.150867299,-1.195463504,-0.111931437
352,-0.090540543,-0.993539384,-0.568341696,-0.283105013,-0.312464773,1.554982016,-0.70796676,-0.459803002
353,-0.732546016,-2.60438246,-0.101876031,-0.8589671,-0.661334997,1.625401637,-0.194650717,-0.881699321
354,-0.164021696,-0.851727139,-0.15247377,-0.477708715,0.837554164,0.434055436,-0.303420036,-0.971926745
355,-0.130785347,1.913225866,-0.323269069,0.440817422,-0.159243614,0.496946663,-0.488817542,0.140803087
356,0.509370801,0.246751279,-0.005030692,-0.877249364,1.274694074,0.213999628,0.139302839,-0.232327659
