firm_ID,DiscFrequency,DiscVolume,FirmSize,InvestEd,ReportIncent,Volatility,Credibility,InvestLikelihood
175,0.857989903,-1.661701371,0.907125158,-1.091976537,-0.066776806,-0.170126093,-0.687524682,-0.982900061
176,-0.095105501,-0.895061659,-1.121704065,0.548673289,0.469530485,-1.370435938,-0.281847435,-0.410694468
177,-0.135963678,-0.424901607,0.757000502,1.008702897,1.59074373,-0.26452659,0.167600263,0.193447531
178,0.620329648,1.019773278,-1.388287329,0.726209857,-1.8551422,-0.5245405,-0.64090426,-0.637932209
179,-0.300582938,-0.01189537,-0.495227396,-0.282729804,-1.195437889,-0.516013646,0.482430871,-0.302772318
180,-0.646996025,-2.169896853,-0.536523217,-0.605809123,-1.404419514,1.736551363,0.601072395,0.942019584
181,-0.979643335,-1.601756006,-1.72857776,-0.373062823,-2.014068877,-0.00256011,-0.175773208,0.578040014
182,-0.021094358,-0.107505998,1.771798283,1.328508426,1.293605341,-1.110591334,1.372876761,1.321758234
183,-1.217740889,0.471048906,0.174270263,-0.769005621,-0.41187918,1.23097975,0.10956611,-0.33794283
184,0.890712042,-0.56831911,0.354012471,-0.466045662,0.940916029,0.135999111,-0.460728783,0.309478136
185,0.9672956,0.673296482,0.568907236,-0.82936016,-1.829001448,1.61902196,-1.053065722,-1.154414493
186,-0.36570871,-0.509533456,0.822902189,0.651809283,0.264031001,-0.379227198,0.099919967,0.196454752
187,0.886364781,1.055254447,-1.045275645,1.45624349,1.284179242,-1.711703164,0.787468396,1.372116015
188,0.284275057,0.40476799,-0.356089261,1.294433126,-0.407140834,-1.237873699,0.352084311,0.698312776
189,-0.805831945,-0.888767358,-1.007425654,-0.470061658,0.759950933,2.271794175,-0.232227626,-0.324113631
190,0.258920664,-0.999613774,-0.333872337,0.78247732,-0.167536505,-0.678312254,-0.134027262,-0.441053352
191,-0.103256862,0.653707904,1.636101279,-0.361056264,0.144773874,-0.770847931,0.604383331,-0.082622506
192,1.463191076,0.989251382,1.604554448,0.851918145,0.897321376,-1.110108647,2.849147787,1.614856244
193,0.256650491,-0.579990241,-0.503038452,-0.605492587,-0.246824825,0.487526837,-0.756260046,-0.451182962
194,-1.059433425,-0.693777983,1.246252984,-1.862215849,-1.559114109,2.066566751,-0.023632916,-0.14214561
195,1.156789072,1.48839966,0.553915434,-0.810951005,-0.246689347,-1.009757236,1.071253658,0.302230513
196,1.083681668,2.043982214,1.298458867,1.697561214,1.357406644,-0.158233019,3.048641574,2.974818353
197,2.097294243,0.912876178,0.434291294,0.33824368,0.220514531,0.282427603,0.225849973,0.868348381
198,0.144686116,-0.710676774,0.305028483,-0.953877138,-0.461976964,1.850799542,-1.29811421,-0.685798327
199,-1.26413144,0.772579837,0.201460016,0.352341273,1.019716653,0.692282244,-0.666977024,-0.781987796
200,0.565947613,-0.380755147,-1.991248344,-0.201226521,-1.16836623,0.44942928,-0.3962708,-0.465357871
201,-1.054395529,-0.250173289,0.08208294,-0.841291073,0.381047579,0.219738063,-0.286757662,-0.999588293
202,-0.69299276,0.585781927,-1.898177348,0.238049772,-0.74895716,0.359460953,-0.650020308,-0.105986901
203,0.056043309,0.824807828,0.527584787,-1.504847692,0.304447863,1.491130907,0.254669825,-1.028846881
204,0.308022602,-1.22883457,1.032406733,0.956436113,1.777389444,-1.353895045,0.76455089,1.350910902
205,1.129720509,-0.91124121,-0.09674603,-0.700391627,0.614512464,0.079192737,-0.50087267,-0.038308692
206,0.602128023,0.015040863,0.409699856,-0.196440806,-0.998577473,0.370320822,-0.558842591,-0.013983535
207,0.876272362,-2.891258131,0.464991347,1.244640109,0.31616108,-0.228711725,-0.84188471,-0.883222504
208,0.017198877,0.008563515,-1.749580887,0.414616724,-0.358019792,0.233951632,-0.252994874,-0.86047781
209,-0.315963634,0.053063065,0.940930797,0.421237664,-0.521500075,0.082393505,-0.332191902,0.001149675
210,-0.66664053,-0.679961167,-0.008132366,-1.764748892,-1.46623067,1.057374593,0.057139828,0.678177316
211,0.463180292,0.217451751,0.284180926,-0.511598318,-0.128617215,0.569311974,-0.754873478,-0.247904531
212,-1.976151027,-0.119168607,-1.378064521,0.16023605,0.111075692,0.770278301,0.099680787,-0.197025151
213,0.316411076,0.422196225,-1.677343349,1.644972831,-0.071633577,-0.772890781,-0.285597115,-0.073188761
214,1.336561255,0.621415019,0.323671541,0.573540546,0.085366507,-1.937456569,1.332112898,1.451382348
215,-1.833503273,-0.418704322,-0.630472701,0.415384304,-1.303373508,-0.256894841,-0.300786831,-0.467215172
216,-0.00094124,-1.853262185,0.024104153,0.751731504,0.093426642,-1.020467232,-0.389673754,-0.57453017
217,-0.855617801,0.961702452,-1.027443413,-0.486000402,-0.90693924,1.60540389,-0.197914365,-0.620916662
218,-1.311953375,-3.067787118,-1.225325046,-1.579381989,-2.489242436,1.41460287,2.982868272,3.457661131
219,0.542719992,1.143537233,1.22053622,-0.253085183,2.214679948,0.19474197,0.74514186,1.079643353
220,-0.554004515,0.187727336,0.906946457,0.282508549,1.417604402,0.337327705,0.344947893,0.153648983
221,-1.456767586,1.042069461,-0.702045279,-0.466449517,-0.661372827,1.473124367,-0.33321204,0.011010866
222,0.042853766,0.121743824,0.224702517,0.43563664,0.130846021,-0.006905962,-0.573381531,0.139941698
223,0.928219547,-0.352129979,0.971853763,-0.405085041,-0.918679329,-0.878563974,-0.557320178,-0.541105897
224,-0.711037156,1.106000287,-0.076701279,-0.687015783,-0.553110525,0.290325155,-0.815352942,-0.312524043
225,-0.42044213,1.238242556,-0.116675057,-0.925753746,0.591088332,-0.36742004,-0.589245172,-0.489038897
226,-1.034628325,0.03774529,-0.154556499,1.49795739,0.740093554,1.837058022,0.222697545,-0.957537529
227,-1.002855448,-1.019784679,-0.116601628,-0.527866397,-0.288731992,1.675976559,0.050104623,0.062617408
228,0.404682997,0.530544936,0.666292588,-0.891494726,0.259800564,0.127113282,-0.248660162,-0.272635634
229,0.551762329,1.105250597,0.878060169,-0.54658742,0.082839115,0.743749214,-0.57068999,-0.23587243
230,0.769071787,0.055897109,-0.030079555,-1.273945493,-0.432899088,-0.550703609,-0.145680712,-0.376792844
231,-1.034692541,-0.685093634,-0.079451975,-0.061987671,-0.06292623,-0.912537015,-0.850311315,-0.871054964
232,0.603568633,-0.266764624,0.61824913,0.142898671,-0.916724713,0.012370034,-0.0979038,-0.012954367
233,1.057694616,1.081253423,0.228744272,-0.645161157,0.610225998,-1.146902125,0.578463815,0.536927929
234,-1.560380576,-0.451532432,-1.99605057,-0.146266646,0.093020758,-1.157177495,-1.115910487,-0.850094519
235,-0.377383522,0.237319989,1.113791696,-0.717859994,-0.091494126,-0.15110242,-0.477396169,-0.122080029
236,-1.648478467,0.343337625,0.235315135,-0.007900191,0.101228901,1.26637953,-0.050302602,-0.868096288
237,0.432753356,1.912157857,-0.389311037,-0.032548124,0.057193035,0.034697161,-0.354142874,-0.354409374
238,0.623509828,-0.120714152,-1.54873382,0.409194234,-0.033506635,-0.353675394,-0.192381265,-0.66528828
239,-1.883374588,0.523882283,-0.873801585,0.493860401,0.153498434,0.283305418,-0.720593442,-0.718273911
240,0.911222092,0.255711101,-0.864209941,0.336438732,0.361317738,0.308694752,-0.505633181,-0.379170556
241,0.840409768,-1.949990685,1.94361043,-0.99412909,-0.096266992,0.267227414,-0.793308812,-0.523315008
242,-0.251098852,-1.879016476,-0.331509075,-0.013872247,1.632406587,0.482568418,-0.589037856,-1.004937034
243,2.095867643,0.125823325,-0.240324592,-0.511292897,0.720749291,0.525575117,-0.947419725,-0.164596061
244,-0.470686144,0.348025544,0.482774502,0.653852041,1.107344172,-1.296964982,-0.220917529,0.251664594
245,-0.34823629,0.401535117,0.70750503,-0.425408818,-0.876640346,1.222150664,-0.398402605,-0.85792439
246,-0.285871533,0.800234698,1.07062742,1.826324158,-0.345286111,-0.76784103,0.522642916,0.700452873
247,-0.981298457,0.070552039,-0.367885799,-1.225164767,-0.54940395,1.383943304,-0.059219738,0.262421908
248,-0.730669362,-0.05587071,0.664942211,0.467277451,0.217742545,0.598203819,-0.512141436,-0.40149153
249,-1.398628579,-0.28540292,-1.006176141,0.837702534,0.496948097,-0.78812139,-0.474592712,-0.887379791
250,-0.352590212,1.037242961,0.17200672,0.096409742,0.527702311,0.119545196,-0.410559089,0.051632792
251,1.711432019,-0.57387393,1.842786289,-0.156176204,-0.263267912,0.39814244,-0.070650927,-0.428947785
252,0.355895158,-0.256073591,0.709166452,1.025000651,0.627873416,-0.522785009,-0.13379732,0.84801899
253,0.367450363,-0.995085941,0.180343796,-0.778572038,-0.217160405,-1.126811531,-1.333599566,-0.074054767
254,0.633365532,0.851325737,-0.839096777,-0.219654473,-1.278623955,0.532675938,-0.238759913,0.193238372
255,-1.088983376,-0.623859763,1.194554342,1.531855345,1.052932958,-0.41033721,0.213694541,0.467787516
256,-0.76227143,-0.269537054,-0.026394191,-0.415210737,0.290978202,0.236498357,-0.181431022,-0.488235966
257,-1.398764089,-1.212286835,1.007365933,2.097327729,-0.124202484,0.514321533,-1.034951727,-0.940707645
258,1.20868488,1.752257306,0.870121747,1.224217047,0.703545191,-0.398377776,1.818198184,1.92255563
259,0.722696624,1.377264826,-1.044458002,1.814786136,-0.029986775,-0.265146438,0.008842272,0.022721449
260,-0.396096987,-0.236475176,0.796061839,0.066560481,-1.045893053,-0.576550481,-0.414529417,0.015668564
261,1.279253476,1.635494118,1.212388005,-0.257107429,-0.377241735,0.494474919,-0.077873574,0.105005337
262,-0.508342108,1.662631529,-0.303225482,-1.407996713,-1.349362553,-0.266146132,0.022299929,-1.211402248
263,0.789716772,0.416148371,-0.255704505,-0.64388068,0.319305273,-2.053894721,1.12079807,0.195545308
264,1.044817814,0.410888885,1.276170433,-0.375672104,-0.309841808,-1.219901961,0.782786466,-0.229357567
265,1.241433008,0.827236326,1.154236014,0.676759552,2.077034686,0.307920879,0.867518364,1.285560197
266,-0.766082508,-0.935853583,1.487353734,0.370571592,0.507650237,-0.74640929,-0.32515937,0.461756973
267,-0.41376082,0.267833103,-1.766629526,0.793139166,1.757374303,1.744975008,-0.830544097,-0.879789235
268,-0.403081212,2.549553171,-0.585848377,1.369635581,1.079774869,-0.71192635,0.677146033,0.306108475
269,-1.903127109,-0.834404425,1.464669013,-0.800205168,2.40962967,1.006875511,-0.339208194,-0.661274157
270,-1.904265629,0.329014887,0.896491982,-0.568637324,0.498922481,-0.608741438,-0.010074105,-0.418350228
271,0.109330804,-1.011171425,-0.515801782,-0.287138073,-0.092534258,0.78397972,-0.450451594,-1.125304406
272,-0.282431271,-0.405552523,0.703872831,0.960092767,0.37018612,-0.738055027,-0.156444883,0.31679495
273,-0.391213148,0.413060023,0.059941371,0.272061079,-0.428590308,0.12500165,0.041698659,0.016964165
274,-1.154618063,-0.751915941,-0.952728131,0.546877913,-1.11674736,-0.327011218,-0.343580344,-0.479487912
275,0.498535947,0.763998554,-0.640231172,-1.164000393,0.514880175,1.500166722,-1.140771645,-0.718759643
276,0.166776366,0.441616941,-2.087432872,-0.634514714,-0.925189277,0.105059355,-0.614864662,-0.574687864
277,0.629908532,-0.836023541,1.214869547,-1.281566312,-0.996794033,-0.148430851,-0.429840346,-1.138335988
278,0.787744209,-1.545024872,0.114607206,-2.36471928,-0.362217122,1.16366554,-0.272373539,-0.408847845
279,0.746275772,-1.360855023,-0.291364934,-0.053781022,-0.877449187,-0.759152007,-0.940706208,-0.441914094
280,-0.358800835,0.322039176,-0.812831183,1.946489928,0.181830533,-0.539143873,0.901089445,-0.576583488
281,-1.745340503,0.278973239,-0.595081467,-0.232732755,1.44403977,0.383608634,-0.61393221,-1.223270711
282,0.226263569,0.050232387,0.336461164,-0.012804841,0.178489166,-0.891875493,0.531323055,-0.306365072
283,0.995305899,-0.504087647,0.340616793,0.055085684,-0.128933457,-2.345991266,0.768896082,-0.22510018
284,0.181581408,-1.305335951,-0.964553822,-1.158592818,-0.077211982,0.627277417,-0.070937519,-0.407115473
285,-0.763486169,-0.50302673,-2.669354747,-1.69536422,-1.997710318,2.337131204,2.270400482,2.721177858
286,1.737712534,-0.974244827,1.695316919,1.520162928,0.452187255,-1.426639052,1.989716243,1.799851282
287,-0.237316803,0.336182705,-0.679633323,-0.242144251,1.002654705,-0.801488913,-0.204084481,-0.049958881
288,0.316966656,-0.110779666,1.131749628,-1.207180717,0.945165788,1.11390107,-0.691418762,-0.890039971
289,0.493443448,-0.415453508,-0.757568436,-0.771563581,-0.487098342,0.707841176,-0.084591626,-0.870985671
290,0.688478575,-0.590900474,-1.363074398,0.607783429,0.716350551,-0.281634278,-0.464003043,-0.466080262
291,0.461230497,0.552302479,1.276520162,0.892805732,-0.203650737,0.90848926,0.086875756,0.338432672
292,1.323047619,-0.40033403,1.47778193,-0.05736109,0.029192607,-1.824367641,1.127241923,1.030159488
293,0.259588399,-0.44554581,-1.830913138,-1.451420731,-1.810722157,-0.96117786,-0.823599747,-0.661694557
294,-0.873670585,0.290384341,-2.208012171,0.101211763,-0.195167331,-0.597783289,-1.315359049,-0.789959907
295,-0.195502634,-3.042266718,-1.024392714,-2.500545964,-2.407148662,0.387914827,1.592011499,1.823809226
296,-0.62533171,0.296037812,-0.806790496,0.249035315,-2.842617955,-1.457141167,-0.784367766,-0.542466801
297,2.19110772,-0.799134136,0.222790324,-1.681529246,-0.309973787,-1.22866998,-0.604952879,-0.038955362
298,0.299875982,-1.721149115,1.315132016,0.405033177,0.278860906,-0.908383107,-0.46385334,-0.04343922
299,-0.895022822,-1.845468426,-0.978928728,0.169800684,-0.226260662,-0.206128616,-0.275760946,-0.331278856
