part_ID,Intelligence,Conscientiousness,Extraversion,Opennenss,Neuroticism,Self-efficacy,Agreeableness,EI,Comm_skill,Performance,Satisfaction,OCBs,CWBs
111,1.281481581,2.021651856,0.281012482,-1.327254127,0.509406174,-0.637309094,-0.280383521,0.118552071,1.516031898,-0.859350698,-0.273293317,-0.012961822,0.36890768
112,1.131552123,-0.076074479,0.732205726,-0.600326542,-0.465486876,-0.515737241,-1.357616216,-0.963733043,-1.008666404,-0.92555027,-0.63459638,-1.013250313,0.517189187
113,0.902433082,-0.721146593,0.962872822,0.691953292,0.706242859,0.756866319,0.964935991,-0.06142121,-1.856595587,-0.70716835,-0.951371291,-0.373727024,0.321331992
114,3.195333169,0.93297286,-0.918299703,0.614867237,-0.120582122,1.687087863,2.633565331,1.300923995,-1.319536375,-0.110489183,-0.714844571,-0.935514412,0.577779399
115,1.137357008,0.236286504,-0.682666688,0.350534247,-0.630288315,-0.399838385,-0.345885372,0.845981931,-0.767134029,-0.106541441,-0.038258467,-0.696185144,-0.212560758
116,-2.737559503,-2.294228862,-1.14856308,-1.876915209,1.377592847,0.566440557,2.050164822,-0.896721878,-1.898646341,2.454170146,2.652212808,2.565852858,-1.78785944
117,0.334961192,0.152149505,0.478415513,-0.829069286,-0.757985336,-0.147804942,-0.856516128,0.813879661,0.628164783,-0.179312634,0.000697951,-0.116771923,-0.553601884
118,0.21644525,-0.236216775,-1.1794273,-0.051003401,0.250734129,-1.929813584,-0.104565871,-0.030945578,0.533375744,-0.7745744,-0.816353011,-0.277378284,0.853725166
119,-0.404251363,-0.529983735,0.60024608,0.822457197,0.89092929,-1.123527638,1.356783196,1.339178537,1.029452578,-0.325384472,-0.649336531,-0.923416691,0.672801993
120,0.799557179,1.205043435,0.619348029,0.117152823,0.978032064,0.513904734,0.103045685,0.084308959,-0.917425608,0.080153481,-0.76641391,0.015364312,0.308238074
121,-1.66767982,-0.981726003,-0.016213176,-1.247137646,-0.775821399,-0.841394512,-0.30329544,-1.364628093,1.125805935,-0.754855919,-0.568604343,-0.609975234,0.935170189
122,0.299542767,1.120671021,-1.861568721,0.237404654,-1.312800222,0.505804051,-1.051217132,0.22948395,-0.999206538,-0.377877565,-0.428190885,-0.416935476,0.342766259
123,0.137043965,0.593768852,-0.156891591,1.069556675,-1.760129353,0.693007174,-0.669374847,-1.401292737,-0.500656751,-0.374424166,-0.22606688,-0.161183144,0.468366429
124,-0.922023697,-1.62174799,-0.333890283,0.830697393,-1.483551661,-1.901521531,0.122934398,-1.023782358,0.51266391,-0.18647922,-0.727754657,-0.451337209,0.3624847
125,1.352510037,0.998185877,-0.195251369,-1.375007528,-1.055310099,0.303304608,0.961634652,-0.803920383,0.454864742,-0.301769223,-0.551740134,0.032375734,0.168158184
126,0.751142983,-0.358163755,0.510879371,0.075183247,0.660881238,0.024732162,-0.37145704,-0.141987359,1.621532687,-0.32537893,0.267915583,-0.951070358,0.240412598
127,-1.026198426,0.166313205,-1.411078151,-0.585215426,-0.317239616,-0.543192261,-0.19728321,-0.192449843,-0.09305812,-0.578808703,-0.362385217,-0.858172339,0.693395804
128,-0.075567614,-0.667104385,0.911434808,-0.881788674,-1.040522399,-0.485465288,-0.070387885,1.398563896,0.466551081,-0.791251796,-1.18864559,0.079685762,0.438542275
129,0.739162115,0.450888663,1.295744304,0.217567304,0.146184244,1.498190089,1.364731808,0.075680442,-0.113911237,-0.375174064,0.02555812,-0.469787817,-0.160841823
130,0.272355552,1.055232668,0.332239755,-1.07552604,0.524117583,-0.346401293,-0.67704351,0.01358716,-1.029614041,-1.227975636,-1.023915779,-0.183973694,0.327814882
131,1.416144619,-1.607231321,1.278238467,0.834834778,-0.018444726,1.002331229,1.048917958,-0.336410879,0.84798459,-0.339092926,-0.131142747,-0.05268729,-0.05644761
132,0.353745301,-1.458111205,0.925895825,-0.194469415,0.878687512,-0.770769981,0.007909842,-0.417512112,0.785380664,-0.819581646,-0.76328577,-0.760380552,0.902201876
133,-0.359418236,0.007616535,-0.167573917,-0.779847226,-1.032072907,-0.809735752,-0.484173808,-0.435403392,-0.16898272,-0.348247144,-0.163475971,-0.805825034,1.244274351
134,-0.321844923,-0.179895499,-0.294013575,-1.085427825,-0.36842006,-0.920409242,-0.975602845,-0.453630305,-0.509517789,-0.798513643,-1.168213612,-0.368391873,0.784262492
135,0.058232972,-1.667003836,0.164289354,0.155524032,0.920111092,-1.047365477,-0.052834318,-0.385689499,-0.762244047,-0.656214695,0.166053276,-0.513723209,0.15879587
136,-1.15467517,0.906316382,-2.653748036,-1.52029745,-0.712085818,-0.604428587,-0.038744856,-0.107104365,-2.269612405,-0.396762907,-0.416681532,-0.848778936,0.721928355
137,1.428925394,2.497351801,-0.432678846,0.444278611,0.276551927,0.9737653,-0.569853228,0.12436565,0.060551314,0.358488923,0.896670757,0.875946233,-1.315961858
138,-0.084692053,-0.612019445,-0.36189011,-1.477979774,1.470478724,-0.594749414,0.233975846,0.281065577,0.680839322,-0.732466724,-0.895933862,-0.374346076,0.302255734
139,-1.244371392,0.814518123,-0.895447935,-2.379397484,-1.278021343,0.719062123,-1.196218946,-1.917706501,-1.06587308,-1.1146527,-0.83925938,-0.777468791,0.883645405
140,1.125847178,0.839116274,2.648093189,1.638362224,-1.250000305,1.557659813,-0.269092261,1.704947115,1.876351456,5.354544739,5.237228355,5.044290417,-4.840586531
141,-0.16867026,0.380452548,-0.092918956,-1.481081304,1.252820946,-1.335784558,1.065371505,0.922750714,-0.674860923,-0.807832558,-0.505014363,-0.539683385,0.789670052
142,0.020356267,-2.505795063,-0.648299991,-1.199895719,-0.127669059,-0.792162786,0.891715911,0.007692125,0.592000625,-0.205499316,-0.784326949,-0.722554402,0.407941426
143,0.106130478,-2.012153247,0.997597275,0.706275024,0.45431406,-1.365652093,1.469504804,-2.177869681,-0.856622713,-0.385426928,-0.093247521,-0.778568014,-0.050207636
144,0.94447405,1.605676651,1.124440845,1.092838531,0.742405731,0.615092856,0.183133372,0.557814244,-1.144735386,0.053921744,0.309942773,0.264215779,-0.050899538
145,-0.131805111,-0.468153057,-0.309467413,0.492291595,-0.77695103,0.312637922,-0.174210178,1.903249179,-0.310051703,0.244202672,0.214299134,-0.255074723,-0.118272063
146,-0.296194898,-0.646808885,0.243376976,-0.512511993,1.568795033,-0.434994507,2.10490445,-1.296472846,0.481496693,0.087481704,-0.505620281,-0.63545664,0.34537029
147,-0.064631024,1.096224109,2.397123163,1.675159545,-0.699914805,0.26658742,-2.239062159,2.184861486,0.55699711,3.429283844,4.054775695,4.252353051,-3.607807502
148,0.698548991,-0.081164477,0.732072327,-0.999997138,-0.301202446,1.310578096,0.062779689,-1.044624384,1.994112433,-0.444033451,-0.18639425,-0.184449324,-0.068126868
149,-0.222666484,1.278906883,-0.810958577,0.323424106,0.646951368,0.279869906,-0.230076257,1.445326749,0.089954591,-0.002287877,-0.839841671,-0.133732359,0.372931074
150,0.123481489,-0.641198742,1.256163996,1.200309103,-0.082185795,-0.206146218,-3.538088146,-0.198006692,1.628309289,1.451014214,0.877433484,1.46381425,-0.69606847
151,-0.703300646,-0.257791738,-0.201096942,-1.738184928,0.62078452,-0.795586341,1.121422986,-0.416776146,-1.218932276,-0.142420503,-0.162363845,-0.236242909,0.383574536
152,-0.540027928,-2.02237966,-0.938516814,0.133227335,1.071109466,0.430755974,1.008114379,0.855876845,0.636767192,-0.676638818,-0.718817604,-0.948482082,0.715954815
153,1.631680657,-0.070062301,0.687208979,1.057117648,-0.478365167,1.363397322,-0.449508025,0.830121905,0.568684681,1.973708775,1.766796786,1.45722933,-1.714313946
154,1.695237626,-0.306479956,1.13916219,1.106500818,1.885845492,-1.61642246,-0.923918484,0.523580366,-0.604480832,-0.776243963,0.050970732,-1.032922744,0.797890475
155,-0.891439428,-0.667435569,-3.226684049,-1.736783785,-0.422762979,-2.012719123,0.886525252,0.606648857,-1.904692395,1.269227302,0.494567011,0.61096024,-0.690660874
156,1.632001669,0.517946407,-0.011622402,0.05344535,0.113565022,-0.104858634,0.780342296,-0.767372942,0.112804224,-0.550103594,-0.321713577,-0.222541767,0.281275737
157,2.076492989,0.33540542,-0.675314238,-0.305637145,-0.578438427,-0.693399316,-0.064262174,0.966264064,0.263728344,0.010365579,-0.295904612,0.169389566,-0.40263118
158,0.79824486,-0.0291724,0.437781211,0.099385449,-0.16961977,-0.045699157,-0.22286352,-0.662759148,1.386970816,-0.516771624,-0.293786635,-0.096364812,0.405376692
159,-1.675413961,0.681723103,-1.47905596,-2.592503569,-0.520740466,-0.983354008,1.095772574,2.131279303,-0.194924349,-1.270275743,-0.951274799,-0.51086335,0.648229386
160,-1.375839062,-0.808284868,1.384777917,-0.86802772,0.283673491,2.409388146,-1.21868878,-0.820494435,0.693530194,-0.581703044,-0.67861147,-1.091312815,1.08520537
161,0.98886222,-0.261150621,0.92005791,0.159610102,-1.394374672,1.383722099,-0.65832345,-0.208710565,-0.208693833,0.40098483,0.284442748,0.37503401,-0.505768108
162,0.313312912,0.269922446,-1.885892705,-0.179729446,-1.069390301,0.697754687,-0.529347738,1.176215952,-0.644282927,-0.673110258,-0.710641731,-0.38585501,0.477187258
163,-0.538793158,-1.38556758,-0.237269505,-0.485692159,0.044376152,0.077958412,-0.838255378,0.586265644,-0.118482831,-0.539046598,-0.876189661,-1.061679413,0.461258734
164,1.520197875,0.492872486,1.264717641,1.338891826,-0.141289924,0.876688207,-0.782269693,0.45221938,1.307898887,2.043355116,2.715425315,2.101624639,-2.545214109
165,-1.570706484,0.317770706,0.266886095,0.555692594,1.425146788,-1.21402762,-0.903249086,-0.902906844,0.513607627,-0.52087995,-0.784134384,-0.368907915,0.885801413
166,0.713289987,0.562254323,0.932464046,-0.684814967,-0.497451286,-0.365190195,-0.494359414,-1.068138726,2.075573445,-0.55478657,-0.051505791,0.395110188,0.432353386
167,1.912269773,1.612413045,1.405269795,2.563157148,-0.78253405,1.780292574,-0.686894044,-0.0161024,0.062628594,3.457833099,3.688788739,3.859809667,-3.350136177
168,-0.464719947,-0.266351533,-0.849076167,0.998271873,-1.047887876,-0.857661015,-0.600533177,-0.832398891,0.23253732,-0.412578144,-0.547876554,-0.787360795,0.160186706
169,0.816003715,1.034397332,-0.408448323,0.172735175,0.530966268,-0.4779471,0.762365373,1.381543507,0.899880644,0.015180535,-0.609414182,-0.258866119,-0.355031001
170,0.176203517,-2.231162191,-0.293220965,0.56848615,1.409906147,0.897996301,1.832864932,-1.428701882,-0.057818589,-0.091561788,-0.314498722,-0.189630864,0.660658114
171,-0.919917356,-0.001670063,-1.568913338,0.55635067,1.993003918,-0.951282377,1.590608894,-1.573809147,-3.122203219,1.613847921,1.832232569,1.327580714,-0.943416121
172,0.243943191,0.773650182,0.486513924,-0.796191302,1.205198408,-0.478903389,-0.160690275,-0.991357386,0.728132001,-1.147658544,-0.657609866,-1.019661479,-0.232974806
173,0.407983628,0.244946546,0.656684868,1.040874893,-0.37788152,1.680995459,1.273942943,0.534330445,-1.387367191,-0.336553205,-0.304261662,0.02189276,0.491741819
174,-1.604710005,0.859278328,0.646480857,-1.521838426,0.891670497,0.36471533,-0.667486835,-0.333734536,0.13300964,-1.118082298,-0.800513465,-0.708133178,1.017154608
175,0.404240129,0.731384791,-0.150695033,1.601620298,-0.369221442,-0.847919108,0.23060875,-0.748881921,-0.77481431,-0.348662263,-0.587214021,-0.493608131,0.59621629
176,-0.733494102,0.768966228,-0.680976866,-0.927787167,1.335682,-0.010497429,0.011549348,-1.095523222,-1.05400156,-0.33070205,-0.204032312,-0.596246181,0.691615059
177,-1.589896189,-1.443336929,-1.379465022,-1.858371114,1.464330644,-0.132537972,-0.368959156,0.381485872,-0.745105708,0.240292593,-0.444436592,-0.484174072,0.048779317
178,1.787210072,0.081303984,-0.63547015,-0.391658924,-0.832814062,-1.144328556,-1.533746476,-0.123269467,1.462103405,-0.295054397,0.303742599,-0.23272753,0.068870973
179,0.582097688,-0.572294827,-0.897367561,0.174475098,-0.157785348,-0.354125931,0.640980036,-1.261189146,-0.928687968,-0.54707907,0.108859827,-0.723257864,0.768275936
180,0.859653097,1.719970788,1.221306235,0.601998773,0.718402924,0.634502449,-0.095459762,0.191591702,-0.181580149,0.753089183,0.394469997,0.527888922,-0.329150266
181,-2.453199628,-0.144086978,0.857122402,0.801127691,0.117779015,-0.139137872,-1.110638061,-0.114537339,0.887023539,-0.618492204,-0.110013448,-0.751523885,0.840929549
182,0.134132137,0.632312804,0.419241746,1.053344477,-1.214753641,1.075107061,-2.448284966,0.666638572,1.274185787,2.544255633,2.397647471,2.49886226,-2.537552905
183,0.407414942,0.547176946,0.700861427,-1.163813443,-1.503853334,0.974562877,-0.633996741,0.261456574,0.310576277,0.496645022,-0.130078376,0.37427563,-0.271732626
184,1.543137472,-0.475541501,1.841889187,1.476127641,0.293375191,1.178814486,-1.366583034,1.287609875,-0.824978411,0.744724451,1.739114093,1.36195156,-1.063911853
185,-2.017439256,-1.561494703,0.823923364,-0.833714943,1.339303946,-0.017411559,-0.40749393,-0.638446941,0.206338593,-0.716982395,-0.562962484,-0.545125712,0.461577925
186,-0.694066148,-0.62149022,-1.447058965,-1.248774051,-0.259970341,0.312171125,0.192124402,1.702538983,-1.342265925,-0.319218176,-0.63115882,-1.147463227,0.775182857
187,-0.042942058,0.232354836,-0.207927178,0.521608221,1.154140599,0.70767319,1.158024646,1.97073991,0.900221701,-0.42161125,-0.514461215,-0.369761602,0.314281409
188,0.48529593,-0.741723891,-0.233461459,-0.740569097,-1.444675303,-0.313935133,-1.537981049,0.403713172,0.393333355,-0.396609699,-0.636393973,-0.479117761,-0.377798842
189,0.291552147,1.267655547,2.897147115,0.583513505,-0.03318893,0.324636999,0.304036428,-0.544444051,0.146582504,0.349976394,0.652815634,0.280206668,-1.114286175
190,0.402656968,0.070061757,0.684586134,-0.1253048,-1.078702089,-0.255086002,-2.149872152,0.982155026,1.136069685,1.284743945,0.69905671,1.315549372,-1.377672747
191,-0.402077401,-0.728935964,0.132139026,-0.55452965,1.22108275,-1.74750871,1.356281844,0.393725831,-0.617859986,-0.275468448,0.183748792,-0.147978051,0.627962797
192,-2.586683699,-1.535438722,-0.554376048,-0.504309498,0.426628567,-0.471726171,-0.737308394,0.415630433,-0.724539125,-0.47665804,-0.719295046,-1.091750477,0.29256983
193,0.458695063,-0.470359131,-1.543978663,-0.530655342,-0.317222726,-0.835958896,-0.566530836,-0.232465761,0.392748049,-0.684991474,-0.701145462,-0.377055192,0.121916479
194,0.572429248,0.837321697,0.744066008,1.760029481,-0.770383328,1.601125341,-0.452713975,0.116842921,-0.124675179,1.267199391,1.642740435,0.954535881,-1.494183099
195,0.985300891,0.575500042,1.092633344,1.489005383,-2.470815538,3.69332852,-0.016565814,1.329761718,-0.186491101,3.803895981,4.065535554,4.088006069,-3.917737197
196,-1.266782129,0.11701604,0.462360081,0.902532298,-0.269918117,-0.928652062,-0.805255042,0.985719724,1.477229515,-0.213504364,0.058378162,-0.048890489,0.282217276
197,-1.61512841,-0.764207507,-1.487378917,0.704866985,0.325266868,1.045488407,-0.212701259,-0.158637047,0.219616059,-1.056751871,-0.639602009,-1.12769526,0.430270326
198,2.064067781,0.070723626,-1.16551738,0.423911455,1.109314291,-0.032262537,2.341218888,0.809670728,-0.871430665,-0.680624618,-0.460636032,-0.968706979,1.063786261
199,0.421826499,0.226495245,-0.529058382,-0.80130229,0.321120828,-0.96666493,1.508695615,-1.034273074,-0.705666461,-0.142282966,-0.240883971,-0.463051196,-0.002740116
200,-0.21304742,0.983272605,2.177257264,0.937237431,-1.948191728,3.093992032,-2.156585459,0.15679206,-0.478251181,3.298717939,3.440602282,3.607077173,-3.409452732
201,1.250962451,1.725855278,-0.265712688,0.983896469,0.562344143,1.25403135,0.568585472,0.274909084,0.182807618,0.210508863,0.210588338,0.70080111,-0.338532892
202,-0.921821353,-0.074170787,1.304072028,-0.522584617,-0.249721124,2.851257452,0.207488904,-1.486391707,-0.191621171,-0.372221537,-0.905042947,-0.810896137,0.988318642
203,0.005249064,-0.672506706,0.438723446,-0.498000763,1.244055338,-1.134021168,-0.44062773,-0.318312958,0.823294835,-0.833836038,-0.37472649,-0.326907944,0.80493231
204,1.34264308,-0.101169672,2.107754482,1.18643585,-0.975709694,-0.127317469,-0.710466234,0.005877987,-0.377609569,0.927382364,0.743181634,0.622248572,-1.211278093
205,1.374611245,-0.542617947,0.797231965,1.661750952,-2.638659403,0.452780346,0.996683177,1.229215467,-0.099689845,1.023738674,1.005285463,1.757246991,-1.515579648
206,-1.427149075,0.308060239,-0.594723141,-2.610168276,-0.729046556,0.439068826,0.361170206,-1.811548283,-0.893834717,-0.103898543,-0.520236637,-1.022141788,0.658746083
207,1.618177309,0.859981818,-0.067656672,1.867574943,-0.196676112,1.240434039,0.855748424,-0.028761453,2.496232336,1.671260495,1.492767369,1.685176307,-2.017074122
208,1.026775995,-0.099659939,-0.527290104,0.503570645,0.633263937,-0.103428162,0.996539451,-0.543833266,-2.458153195,-0.72930427,-0.671977682,-0.737907593,0.792123157
209,0.037302372,1.140758976,0.960626691,0.370945771,0.082815556,0.979652094,-0.004436242,-1.140195892,0.963217852,-0.054409745,0.350796737,0.355789068,-0.596387305
210,-1.093097323,-0.166996591,0.467879531,-1.347193541,0.578532705,0.037110039,0.308471045,-0.94793055,0.086439118,-0.330164166,-0.639499093,-0.105604157,0.266954142
211,-0.460575467,-1.614210913,-0.999257332,-0.008084224,0.898197747,-0.769026175,-0.731205281,0.112121147,0.296773903,-0.846119891,-0.865765703,-0.122126769,1.098979613
212,-0.068270813,0.496954161,-0.663669657,-1.577676117,-0.36475877,-1.079676861,1.773721292,-1.760762152,-1.896220486,0.507634272,0.4566746,0.198473467,0.057868081
213,1.084726933,1.796690193,-0.406241756,0.012251047,-1.191675063,0.887695197,0.357003023,-1.650042843,-0.013036891,0.11283653,0.24115202,0.294700748,0.02399294
214,-0.68676933,-0.660184588,-0.639454906,-0.475818917,0.88954709,-0.522013829,0.324991019,1.099553346,-0.6112019,-0.293620945,-0.491823986,-0.238428383,0.765828213
215,0.615242988,0.321245122,0.450140387,0.636328627,1.157851561,0.532862319,2.031230421,-1.257853672,-0.840996204,-0.483836596,-0.800475188,-1.220419749,0.936496126
216,-0.055790149,-1.058552707,-1.365896793,-1.171411194,0.618906639,-0.349238089,-0.222548444,0.712420217,0.183045635,-0.993188777,-0.667237946,-1.080163253,0.274680655
217,0.480506678,0.059118201,0.252530127,2.016944805,0.704736147,-0.714131414,0.971595012,-0.827566897,-0.438363151,-0.442377047,-0.886978549,-0.83791455,0.690701766
218,-0.279097873,1.534330281,-0.620301394,2.181144322,-0.345066129,0.93666989,0.326125902,0.54686761,-0.754640032,0.029609905,0.266276984,0.227495413,0.123921739
219,0.12278286,-1.717971585,0.107570226,0.728672866,-0.178762715,1.461498508,0.062993965,-0.25972721,0.253560059,0.391478174,-0.396655254,-0.157517822,0.594151717
220,0.766639271,0.877914659,1.505320301,0.455530715,-0.118882537,-0.327206645,-1.120020906,0.211940874,0.744210736,0.806718401,0.677408319,0.569787615,-1.325337655
221,-1.867051649,0.144446767,-0.248203564,-1.138082302,-0.26564308,0.7355255,0.34969791,-0.071898805,-1.594518785,-0.551595324,-0.579774088,-0.602379083,0.537302551
222,-0.59558625,-0.854268067,-0.678366788,1.629269929,-2.003538509,1.564600922,-0.558745005,0.542288406,-0.545677647,0.413870675,0.340217033,0.016651875,-0.131030511
223,0.693233859,0.991622245,-0.071935512,-0.103693822,-1.02244753,0.394509277,-0.886899982,0.258040635,-0.419572263,0.413050775,0.072416295,0.062826352,-0.380467848
224,0.668927074,0.947723464,0.155519097,-0.302688883,-0.262473965,-0.935394929,0.087032864,-0.401644978,-0.122710059,-0.728184019,-0.481661919,-0.879840451,0.828174527
225,-0.729173281,-0.905143423,-1.704846391,-0.468607035,1.659771278,-1.893899122,1.581741939,-1.867641784,-1.643520271,2.756145743,2.553649841,2.188143721,-1.925387264
226,1.794709043,-1.596592801,0.035365203,1.803838108,0.189757573,-0.649389033,1.880831267,-0.876788896,-0.757572002,-1.067019833,-1.352342864,-0.711576686,1.287128973
227,-1.024972214,-0.298790722,-1.430240424,-1.260207426,1.054862292,-1.056381188,1.576191352,0.416849453,-1.361363581,-0.030411289,0.415921644,0.902500556,-0.183958201
228,-0.124952457,-1.809833723,0.346958512,0.814598229,0.903181016,1.245700487,1.174204766,-1.1421279,-0.941237086,-1.191604068,-0.316809992,-1.222939129,1.075567873
229,-1.149284844,-0.194539325,-0.251938993,-0.041482114,0.926886569,0.143417148,-0.939252628,0.681813231,1.163822141,-0.652021034,-0.906053606,-0.658317959,0.09550667
230,1.208836057,1.361907888,0.573295733,-0.297996719,-1.408079036,0.282748012,-0.705123229,-0.983781178,-0.494309115,-0.667298441,-0.041568174,0.140031595,-0.83928846
231,-0.108658598,-0.75421523,-0.399559207,-1.767816482,1.796181061,-1.78085336,-0.428483473,-0.767245757,0.816040868,-0.488208125,-0.12931791,0.042139879,-0.063453179
232,0.726760775,0.137652444,-0.069459678,-0.377899894,-0.322241274,-1.482743601,0.048265161,0.806718439,-0.139802315,-0.732045882,-1.10819049,0.211892338,-0.200228723
233,0.090273323,0.880764454,0.286999523,-0.203045129,-0.548050506,0.605281236,-0.761767843,0.598456288,-0.697095598,0.46837867,0.12950933,-0.544210925,0.031000215
234,-0.219014513,0.501404126,0.257206999,-0.518532097,-0.667241351,1.710261845,1.189157086,-1.123767187,-0.710394332,-0.697134948,-0.283068837,-0.648453373,0.430091386
235,-0.206227179,0.427088532,-0.243700166,-0.497421191,0.94080936,-0.491059404,-0.028444603,1.384069767,-0.241137315,-0.390726593,-0.789791501,-0.827796206,0.33038169
236,1.480474377,0.146610951,1.845824872,2.472020686,0.294614249,0.078453451,0.347372293,0.001945626,1.016057236,1.013224768,0.772347553,0.970035006,-0.69407703
237,-1.042961202,-0.932181261,-0.027231808,-0.07835594,-0.940647178,-0.115662026,-0.522172839,1.256678423,1.287750944,-0.437078906,-0.527905824,-0.423313769,0.324629442
238,1.869670422,-0.351152863,0.021478856,1.028868002,-1.010907445,0.041005641,-2.976584363,0.001428341,0.293366599,1.158236646,1.271869166,1.467668511,-1.840564553
239,0.795483986,-0.468546095,0.611134296,0.157719633,-0.96148208,-0.425152281,-0.854596429,-0.558019136,-0.365896938,-0.132910052,-0.134955273,0.319564397,0.194776483
240,0.077877759,1.341832264,0.288074297,0.488075663,0.981705934,-0.617385086,0.487003831,-1.684267912,-0.575389617,-1.168292776,-0.775193946,-0.406080866,0.451815122
241,-1.712195027,0.973049003,-0.574314403,-0.677501448,1.716702275,-0.138422792,0.380110552,-0.434011986,-0.513796876,-0.175337367,-0.362564077,-0.329867569,0.988599827
242,-1.035904473,-1.329344756,-0.820947077,-0.111108855,0.048209975,-1.012145429,1.156864622,-1.677240545,-0.118737559,0.429270907,0.452353899,-0.248614433,-0.012673746
243,-0.282901146,-0.644844564,0.28825279,-0.142176443,-0.545619612,-0.074830577,-0.481823235,0.683225038,1.610986653,0.160337422,-0.155225949,-0.337907538,-0.0077176
244,0.225991575,2.765592447,1.087801917,0.362369731,1.331741295,0.464537152,-0.286099082,0.183611008,1.701281587,1.158395205,1.15973239,0.886837014,-1.543301723
245,-0.370914153,0.671630204,0.777366592,-1.013805606,-1.938824131,-0.199301556,-1.527621374,1.400545953,1.745177475,0.741158592,1.278642573,1.21023871,-0.919551849
246,1.084743113,0.835846123,0.707178189,0.850278201,-1.05202923,0.048016185,-1.701066654,0.840712254,0.982135946,2.393438678,2.104573192,2.199868298,-1.916312603
247,0.375203606,1.03223413,-0.552892262,1.951088615,-0.811495479,1.236515469,-0.918188067,-0.091921635,-0.434937924,0.9906948,0.850260807,0.681845613,-0.393525238
248,-0.304182082,0.226000814,-0.708152939,-1.390576642,-0.319264954,-1.405554679,0.497327573,-0.415747668,0.259628253,-0.280152387,-0.512565019,-0.427094341,0.609120443
249,0.225587393,0.831704745,0.047134451,0.255534164,0.020430467,0.283492856,-0.410479214,1.881136084,-1.351111604,0.271589486,-0.664285756,-0.245742032,0.400776465
250,1.826366789,-0.157284159,0.15511307,0.160993887,-0.011361225,0.356046497,0.039258698,0.996392164,0.691447736,0.43987288,0.613110013,0.042312376,-0.16679025
251,1.482247511,0.458033587,-0.094003053,1.337154055,-1.295903821,0.81632848,0.950063563,0.457569919,1.180411557,0.94849404,1.233204282,0.998180402,-0.981264599
252,-1.488664841,-0.777814502,-1.008661606,-0.835840896,-0.085986054,-0.622299054,0.967279808,0.372296861,-0.529493586,-0.446016049,-0.519272603,0.09057363,0.522075393
253,1.519997284,-1.519548089,0.631958777,0.50675756,0.013367613,-0.322891945,0.620365552,1.509057769,0.868793153,-0.407514757,0.016681381,-0.113545699,-0.06624989
254,-0.040149127,1.102915811,-0.375841293,0.630144013,-0.435561459,0.653476593,-0.927648616,0.208189083,0.173278828,0.441729216,0.220850721,0.276928905,-0.458098953
255,-1.535105561,-0.294654703,-0.678166731,-1.213650925,-0.131765841,-0.563539142,-0.199265596,0.076927615,-1.513546155,-0.502403675,-0.458854822,-0.325272803,0.49884213
256,1.270515556,-1.392766971,1.228774484,-0.450345435,-0.68294966,-0.061123392,-0.194185328,0.404563248,0.339348547,0.058053992,-0.957797251,-0.718262778,0.603447231
257,0.306123018,0.051174163,-0.676525648,-0.089566177,0.46528666,0.886951889,0.567764204,-0.41710795,0.911441296,-0.492355751,-0.398202092,-0.449306177,0.296517189
258,0.420820958,0.894702746,0.022950675,1.43334564,-0.453714654,-1.416632883,0.680500057,0.674273283,-0.207034939,-0.321908232,-0.416214362,-0.163517826,0.400608205
259,-0.116016602,0.852509728,2.174746986,-0.079806537,-1.049502278,1.189945495,0.281434831,0.646908337,0.667165249,0.458359257,1.112004488,0.843589594,-0.749543148
