team_ID,Communication,Faultlines,Coordination,BackUp,Cohesion,Trust,Potency,PsychSafety,Performance,Satisfaction,Viability
122,-0.25680848,0.561274579,0.321852502,-2.034500156,0.18982865,1.510065051,0.095145928,0.410355732,-0.991233415,-0.212284573,-0.775376457
123,0.243923113,-0.015283759,-1.128602226,-0.29039856,-0.631350482,0.081306783,-1.742504582,-0.063022293,-0.652376181,-0.732355236,-0.475432033
124,1.319875078,-0.769978984,0.221078891,1.316599547,-0.150789943,1.08854474,0.120739935,0.578197269,1.507129033,0.841736297,0.601263606
125,0.756647075,-0.899347401,0.014859661,0.141580195,1.618432441,-0.726211567,0.869762402,0.966494622,0.622444486,0.47404748,0.267210798
126,0.817478483,0.648864122,-0.408801023,-0.079435465,-0.603939315,0.292955782,-0.736041809,1.274481213,-0.780567252,-0.197683848,-0.472070178
127,1.624393707,-0.974316528,0.609721063,0.197339389,0.732545784,-0.19109325,0.895083352,1.38839282,1.421996654,1.338453657,1.202593825
128,0.08506233,3.085421352,-2.575353003,-0.466798181,-0.557022983,-1.068451925,-2.272838006,-0.374018358,0.517424033,0.973534898,0.815133915
129,0.056834996,0.040319474,1.060600866,-0.392100129,-1.227003436,0.83278678,-0.217324254,0.327649018,-1.016154698,-0.76956248,-0.779173572
130,-0.371282192,0.573878835,0.096174868,-0.800940856,-0.460849228,0.739016699,-0.204363614,0.211322548,-0.531562479,-0.328804479,-0.702567514
131,-0.218792946,1.185256757,-1.148656695,0.023994169,-0.859025145,-0.052810116,-0.046258441,-2.073030036,-0.162036278,-0.68057293,-0.327566509
132,0.844446884,-2.367232148,0.522809985,0.146977083,0.28081183,1.295716234,1.159160154,0.597327018,2.031527624,1.454817952,1.623393909
133,0.557007632,-2.152359987,0.601410246,1.224918249,1.577865059,1.161909518,0.09442593,-0.700391863,1.383843152,0.976772266,1.460162431
134,0.973660377,-0.666029818,0.167067277,-0.196586919,1.29103164,-1.570992713,-0.021693635,0.59810033,-0.374298432,-0.411477313,-0.635085567
135,-0.705163208,0.952980774,-0.982769606,0.098327072,0.007409629,-0.726622251,-1.310900291,0.149256098,-0.545158375,-0.240824613,-0.923428716
136,1.555504727,-1.384058571,-0.639837385,0.5175993,1.885036225,-0.142934305,-0.01972375,-2.106803941,-0.107460493,-0.345984318,-0.401706139
137,0.190608332,0.134097934,-0.075825484,-0.800160309,0.065772233,-0.620440459,-0.235636827,0.225869366,-0.574458577,-1.09064234,-0.625183878
138,-0.63838676,0.316472819,-2.132000701,0.156150317,-1.292573897,-1.15827416,0.580963638,-0.352947602,-0.293721855,-0.343235022,-0.459973645
139,1.19716829,-0.229759054,0.285174351,0.936988647,1.188287196,1.222696943,0.736101714,-0.458656302,0.930654472,0.558048009,0.755942712
140,-1.283826581,1.039913488,-0.058079785,0.524750758,0.121740963,0.649727851,-0.653396402,-0.038347821,-0.939222955,-0.208417282,-1.297387134
141,0.430028451,0.271437516,-0.320986108,-0.91029481,-0.498920691,-1.321529838,0.131753017,0.939112994,-0.789427381,0.011170691,-0.665690104
142,-0.528317526,0.81196762,1.4051159,0.146046277,-0.010730787,0.083229334,-0.649836327,-0.944983794,-1.063397546,-0.770150003,-0.363554761
143,-1.544373828,0.21843291,1.191352337,-1.507892066,1.695585498,1.03484072,-1.570885163,1.647294423,-0.818435422,-0.629318944,-0.852613423
144,-1.522071945,0.348801415,-0.31338446,-0.914369521,0.323834556,-1.129106767,-0.114175733,-1.412918979,-0.22875489,-0.549968074,-0.098129897
145,-0.614700078,1.764663435,-0.078723605,-1.563647688,-2.463847696,-0.376083835,-2.091594651,-1.632428264,1.004120166,1.539532577,1.605083371
146,0.442635128,-0.852368124,1.633665473,-0.456014488,2.450859191,0.385724368,-0.455888671,-0.373105634,0.491999332,0.555612524,0.490823248
147,-0.625979894,-0.138184001,-2.627941222,-0.428269685,-2.285601784,-2.272680837,-0.63341483,-1.549228053,0.907556612,1.299235848,0.996744199
148,0.542869283,0.43686785,-0.662309858,-0.713070241,0.323735893,-1.110085477,-1.528291934,-1.091630615,-0.397135876,-0.122449583,-0.417160615
149,0.271550875,0.420590659,-0.844873564,0.074788129,-1.621713642,0.026030236,1.956997431,0.427485106,-0.578412468,-0.543906269,-0.047624214
150,0.319152566,1.195940749,-0.572822465,-2.374761447,-1.341090777,-0.36731486,0.799392053,0.220318333,-0.69201388,-0.956641861,-1.180320746
151,0.71460326,-0.229993826,0.50724475,-0.206318639,-0.233604178,-0.274063925,-0.209963988,1.041168189,-0.063722162,-0.588081264,-0.542686668
152,0.061319074,1.740183629,-1.066081823,1.164659787,0.014222945,0.596477662,-0.060591906,-1.529353937,-0.464349297,-0.708464949,-0.896325283
153,-0.027627534,0.032617877,-1.323313614,0.696592021,0.476076655,-0.148755991,-1.102774119,2.240187285,-0.720967233,-0.544854264,-1.237793384
154,-1.175788467,2.647905346,0.186187726,0.648409625,0.490666264,0.031093186,0.122912941,0.267689995,-0.466732187,-1.299422546,-0.868741926
155,0.487819233,1.848448518,-0.116515055,1.02920176,1.068336972,-2.302024224,-1.997183059,-2.038501545,-0.351214024,-0.898859948,-0.551588756
156,-0.948485443,-1.750077553,2.180097632,-1.375702695,-1.813577934,-0.325085796,1.104308151,0.050740509,-0.950593358,-0.433645443,-0.62225618
157,1.406529486,-0.27407218,-0.000496068,-0.550664323,0.701010666,0.240989282,1.336055772,0.114971074,0.096299494,0.353596701,0.286078009
158,-1.082222964,0.104336167,-0.077732459,1.286523237,0.873764731,-0.731377268,-0.242566643,-0.739051873,-1.079269409,-0.730669033,-0.661743164
159,-0.421429423,-0.050638574,-0.350408206,-0.30289486,0.161819448,-0.321269635,0.102546804,0.072205533,-0.618249895,-0.651700651,-0.325153299
160,-0.856516644,0.128085874,-0.379796744,0.261706331,0.086697985,0.282642277,0.561135953,-0.090078213,-0.742147124,-0.588814808,-0.599713093
161,0.756545457,0.237192839,0.665398569,-0.552441251,-0.769713227,1.392854304,0.771849117,-0.196337793,0.046620167,0.045677962,-0.053792776
162,0.165466438,0.385884958,-0.67263342,0.100908355,-0.314247767,-0.384739531,-2.288475458,-0.019431929,-0.370902661,-0.666507739,-0.278915209
163,-0.81649027,0.567494489,-0.501651455,-1.231623274,-0.656100445,-1.106027804,-0.567090328,-0.753032892,-0.06722842,0.300191363,-0.193622815
164,0.2582188,0.410376294,-0.307620379,0.198953021,-0.475467338,-1.384556686,-0.302741774,0.979724121,-0.584387855,-1.024750871,-0.805030173
165,0.054536091,0.627417388,-1.061801649,1.516509146,-0.247412122,-0.250279735,0.365416858,-0.219390697,-0.082391907,-0.809011012,-0.681845264
166,1.940347687,0.943227729,-0.277915789,-0.229548027,-0.298073872,1.711569031,-0.860746087,0.231707035,-0.579477449,-0.36150546,-0.48210805
167,-0.32178577,1.653652979,-0.336686278,-0.707734671,-0.629849179,0.757962273,-0.749166349,0.771755662,-0.366224068,-0.447334918,-0.199169864
168,-1.835913221,1.636382709,0.021411495,-2.387843469,-1.743308353,-1.02251681,-0.374841773,-0.824016715,1.115718475,0.911522659,1.148773752
169,0.361585942,-0.382594379,0.611875389,-0.342021617,0.121076286,-0.494864427,-0.517843754,-0.455232416,-0.687655561,-0.570532573,-0.07914953
170,-0.556879791,-0.118767202,1.67417826,0.113491528,0.365396549,0.049197298,0.547267135,1.197457645,0.328223339,0.110481945,0.702378687
171,-0.320985372,-0.549705493,0.759957652,1.931390003,1.913921884,-0.785578948,1.825615333,0.940290623,1.097451557,1.067880984,0.891891689
172,0.885057261,0.383142013,-0.712263936,0.101811805,-0.545364725,-0.675417054,1.292891811,0.179084456,-0.218438748,-0.173388038,-0.90902515
173,0.351711358,1.417806521,-1.381083058,1.529927904,1.117413121,0.166174186,-0.419479648,-0.84683641,-0.657880999,-0.883498459,-0.715241017
174,0.860570144,-0.963455837,0.070217279,-0.319192566,0.459012225,0.681992252,0.7602931,-0.894024984,0.010843239,-0.093792171,-0.092169126
175,-0.285460929,0.151460065,-0.670619713,0.93850113,0.293367295,0.140547021,-0.476287409,-0.742021922,-0.710581006,-0.961005911,-0.892996593
176,-0.793192433,2.312371746,0.565791024,0.042189933,0.176224422,-0.883501818,0.713054198,-0.990388844,-0.727604637,-0.789699515,-0.20195927
177,1.033057662,1.011560016,0.423620175,0.825808188,0.057982197,-0.6310336,1.289002283,0.857907358,-0.073180909,-0.165142095,-0.196525065
178,0.700762775,-0.457153849,-2.500230022,-1.377544926,-1.412517687,0.089805302,-0.202856691,1.601146247,-0.387125009,-0.915073864,-0.864960848
179,-0.173280805,-0.279788232,0.017281939,1.415125423,1.525614699,1.088719174,-0.348031046,0.377578152,0.229860761,0.193888446,-0.137143331
180,-0.564930437,-0.531347902,-1.056702154,-1.798056748,-0.067096516,-0.241427421,-0.53570012,-0.206768173,-0.578204614,0.204491685,-0.966163037
181,0.478515149,-0.759679123,0.824152743,1.131005613,1.052595613,0.5446462,0.722073203,0.000361306,0.514745555,0.955057902,0.876033095
182,0.140640529,1.780649029,0.105509369,-0.929686604,0.193283897,-1.00330621,0.715043149,2.001559311,-0.23609185,-0.921210245,-0.81014865
183,-1.11678859,0.735708665,-0.275548555,-3.122194318,-1.331751157,-1.487398325,-1.295101035,0.285142764,0.297775533,0.608326371,0.629851622
184,-1.560292832,-0.65321894,0.917670649,0.026473487,-0.178025731,-0.73701882,1.211355723,-0.628407676,-1.093686004,-0.066222894,-0.473473588
185,-0.080591056,-0.157571163,2.141503575,0.070602267,0.342556902,-0.330063525,-0.026306383,-0.938262273,-0.445014123,-0.882278513,-0.478559643
186,-0.229767579,1.390161411,0.147840684,1.245720279,-0.076822668,0.993459917,-2.057194496,-1.026138213,-0.363467968,-0.768352362,-0.540459544
187,0.073736111,0.306431003,-0.568936161,0.664470673,-0.81002471,-0.618785039,-0.142247563,0.017972514,-0.718131054,-0.204128433,-0.6525176
188,0.043774014,-0.044109822,-0.081479899,-0.402023231,-1.196389598,-0.57414565,-0.302335449,-0.155789291,-0.670496049,-0.347226645,-1.044950824
189,-0.485524361,1.005615997,-0.735569434,0.260179777,-0.888128725,-0.205732671,0.081532823,-0.811735834,-0.933239447,-0.85988421,-0.399977327
190,1.707023042,-0.490368611,0.075483894,1.751486329,0.533985806,-1.387527575,-1.776755455,0.272147044,-0.744751077,-1.116381262,-0.92478831
191,-1.43805665,-0.385039737,-0.565387557,-1.456248512,-2.719533832,0.090703111,-0.224156936,-0.625379804,0.012868114,-0.162515346,-0.028761411
192,-0.428539517,-0.463236502,1.600299177,-1.491059298,2.037644082,0.832308982,2.01509212,-0.171296928,0.368502476,0.528139547,0.945567356
193,-0.207106245,0.352171221,1.021217528,-0.658909433,-0.068185958,2.159939848,0.712683654,0.724817265,0.20173387,0.19729343,-0.16031008
194,0.992671945,-1.213048826,2.005079167,-0.037848196,-0.153109628,0.8758995,0.807886391,1.21095447,1.312499234,1.566546398,1.239049806
195,0.063537256,0.396783669,0.858315983,-0.654478909,0.65162011,-0.282458863,1.568665922,0.785688648,0.340696431,-0.10544878,0.031631766
196,1.1490375,-0.647665053,0.395383409,1.544054568,1.495633182,1.482486366,0.815266926,-0.508580533,1.861814765,1.47985349,1.811057695
197,0.45177577,0.211010867,1.213465026,-0.951753876,-1.221554104,1.979026534,0.110583233,0.316225667,-0.56661848,0.158901737,-0.790325723
198,0.153939134,-1.319448402,-1.490736855,-0.202354245,-0.228693576,-1.386166171,0.182796319,1.033907321,-0.263452723,-0.843298476,-1.137235423
199,-0.719486733,-0.282546693,0.046931205,-0.939212734,-0.093341165,-0.752907833,-0.842822967,-0.313540864,-0.304333937,-0.12522036,-0.077132015
200,-1.415163362,-0.739069432,1.127268395,-0.209324949,-0.304449426,-0.624739048,1.290323779,0.332384643,-0.903427679,-0.38651702,0.128193628
201,-1.026593376,0.347684203,-0.101980684,0.196128761,-0.39439679,-0.220331519,0.075807976,-1.109461259,-0.293799549,-0.652577927,-0.475838233
202,-0.269826157,-0.096049833,-0.011382255,1.103518353,1.355609089,-0.937074055,-0.09119204,0.077008899,-0.216502845,-0.219311097,-0.963632362
203,1.149597635,-0.365669554,-0.21893964,0.066516285,-1.960926577,0.797214802,-0.099320083,0.682320164,-0.504100503,-0.241965151,-0.2470904
204,0.120426771,0.076949409,-1.534835412,0.37527827,-0.446741026,0.197991581,-0.910131893,-0.797778488,-0.922445583,-0.628661645,-1.067878257
205,0.293424193,0.480799676,-0.110611515,-1.169729627,-0.09530567,-0.759658884,-0.624596241,-0.275056171,-0.778497868,0.029816856,-0.883455338
206,0.983854988,-2.354292689,0.600123102,1.346745736,0.501781507,1.490188309,2.315664539,1.742272369,4.224824262,4.886970855,4.348311844
207,1.572086289,-1.479209098,-1.312484964,0.056567391,0.732797681,0.529265704,1.196004809,-0.054436666,0.692644436,0.472959907,0.379233164
208,-0.635246772,0.044314315,-0.115500273,-1.013169939,0.096137922,-1.211338448,-0.472165062,-0.651393508,-0.202517261,-0.910144971,-0.819377352
209,-0.268121505,1.04159543,-0.640909211,-0.762537387,-2.905479566,1.09982209,-1.176366077,-0.367723691,-0.555864912,0.004402479,-0.439330803
210,0.003871897,0.299019884,0.309153248,-1.232707076,-0.819872386,1.625851524,-0.611801134,-0.303137021,-0.630632391,-0.997700903,-0.500921204
211,-1.451905459,-0.400084957,0.026547822,0.157035844,0.08479296,-0.749478314,-1.908215435,-0.986538451,-0.149893993,-0.522692449,-0.80369321
212,-0.311861982,-0.623120877,-0.903132203,0.328814054,-0.727977422,0.157881558,-0.405986765,-1.427840678,-0.823551062,-0.74271091,-0.804711813
213,-1.087992011,1.062558612,0.654712476,-1.146801458,1.034019487,0.388543442,0.900516525,0.107844298,-0.676728101,-0.108683081,-0.681551365
214,1.552600404,1.410389681,0.354822476,-0.408523617,-1.464391736,0.612944267,0.503331291,1.218340561,-0.60261981,-0.676528643,-0.521816959
215,-0.968286957,1.2643046,-0.656737774,-0.7272217,0.270526089,0.070057768,-1.574328228,-0.36090786,-0.213112873,-0.391944093,-0.111745272
216,0.503187987,-0.105123901,0.393023252,0.904585935,0.407294162,-0.462480956,0.2614306,-0.751511496,-0.033585532,-0.432124418,-0.255654825
217,-1.026713575,0.095163935,0.337979274,-0.720533629,1.154749603,0.825070698,0.503320186,0.709276274,-0.574844837,0.08766104,0.059449454
218,-0.859019612,1.195041751,-0.588428748,-0.44946619,-1.884278689,0.382494597,-0.685235356,-0.843921736,-0.400795861,-0.214090592,0.157311246
219,0.111497398,0.856546785,-0.299769243,0.175280107,-0.341257456,0.481252891,1.312864468,0.435326513,-0.164025798,-0.957369873,-0.213857391
220,1.476864674,0.488495655,-0.758505735,0.301066886,-0.188275593,0.541179874,-0.33633008,-0.188451361,-0.483968025,-0.612356252,-0.868262402
221,-0.350636597,-0.844155474,2.267614523,-0.49908506,1.332804967,1.490025022,-0.041828959,2.092349965,1.44087213,1.589575181,0.99626814
222,1.137801432,0.365386328,-0.62463006,-1.584275469,-1.124654509,-0.736480676,0.208046726,2.361554697,-0.388527804,-0.887818699,-1.125370267
223,-0.789197894,-1.204295858,0.910370026,0.049903432,0.086634953,-0.557972284,1.327945234,1.314111703,-0.0475738,0.067754789,-0.08598501
224,2.210532677,-0.62262191,4.94E-05,1.504882601,-0.134426021,1.681471305,0.415589106,-0.007354152,1.187481349,1.032570029,1.200090618
225,-0.173015628,0.13028044,0.798299687,1.044241796,0.564702498,-0.036226067,-0.005842181,0.615057168,0.42968821,-0.202391198,-0.158368277
226,-1.085988243,1.080591636,0.276112494,-0.613538395,-1.696506921,-2.051696104,-1.073708515,0.163351525,0.258087548,0.0485127,-0.043610592
227,0.434599013,-2.009922544,0.490419317,0.890862626,1.050816781,1.288589142,1.672617906,1.424256803,2.922213,3.090104766,2.87492725
228,0.695904239,0.565337586,-1.404374084,0.310189313,-1.009215811,0.010070835,0.489633981,-0.885775302,-0.377880913,-0.394455321,-0.459753638
229,-0.511879558,1.878988492,-0.86559345,-0.757060413,-0.585284842,-1.582182451,-1.013758019,-0.355397406,0.024729727,0.036347142,0.626397171
230,1.415218504,-0.02059383,0.075070964,0.983230981,1.384014344,-0.700583121,-0.166370094,1.90732028,0.765943682,0.455837896,0.364007415
231,-1.740104187,2.009110206,-0.08185475,1.802461092,1.00332726,-1.574705722,0.311832566,-2.106135434,-1.0397442,-1.335822734,-0.704281085
232,-0.588530934,-2.127501312,1.1605392,-0.034755222,2.648029474,0.317154967,1.304523111,0.668328654,1.479984804,1.970753419,1.611275187
233,0.087658357,0.845061717,-0.671598156,0.166736642,-0.495978077,1.371860309,-0.997197809,0.127374167,-0.41608842,-0.567918843,-0.208191936
234,-0.558137154,-0.285461195,-2.677691285,-0.840403081,-1.461955172,-0.359613785,0.046246454,-1.501782615,-0.312628517,0.443650936,-0.172403483
235,1.570669233,-1.820215373,0.228774554,0.116356045,1.157598019,0.354998006,0.429614574,1.031403985,1.655951832,0.631845344,1.5226464
236,0.017646295,0.297852679,-0.63882144,0.091699478,0.796107222,-0.674783928,0.136166309,1.001306819,-0.585090191,-0.563129172,-0.473971363
237,0.268626432,0.39135121,0.442717171,-0.95999386,-0.557502823,1.115258589,-0.789475621,-1.534697157,-0.984868169,-0.63485339,-0.770294407
238,-0.215020522,0.846521682,-0.338165877,-0.240432764,-0.553598224,0.481510671,-0.796183783,-1.428292602,-0.395339632,-0.429946099,-0.512030163
239,0.77531274,0.165206003,1.257418996,-0.455515736,0.900466261,-1.001620275,-1.733877077,1.696417914,-0.242624427,-0.857848178,-0.412025266
240,1.877336054,-1.133100929,0.380943958,0.961164772,1.410609509,0.737537117,0.607100949,0.946184388,1.935126772,1.592798458,1.495212173
241,0.280507308,-0.635745956,-0.0319807,-0.310501666,-1.53095922,-1.019549039,-0.335021676,-1.891241061,-0.369931059,-0.662548087,-1.08404803
242,-1.873649703,1.41592721,-2.334336957,0.680800611,-1.784990477,-1.329512374,-1.450952861,-0.293306485,1.268158439,0.48684803,0.85961256
243,1.775156697,-3.127964159,0.613895354,1.162153998,0.412763366,1.460227164,-0.280333562,2.066716472,3.359375818,3.321554287,3.943138274
244,1.838420374,-1.212003623,0.736423053,-0.06914266,1.459845208,-0.058491242,0.475958853,1.946053617,2.164148804,1.687086494,1.219368164
245,-0.828106282,0.156752396,-0.834499683,-1.885198256,-1.075253855,-0.849175774,-0.656335592,-0.683844927,0.040001064,0.861643892,-0.329880431
246,0.237557368,-0.105192734,1.009062958,0.943339868,1.299794032,-0.823371495,1.053036672,1.199113259,0.621847843,0.850844562,0.758048178
247,0.869030105,0.820667075,0.338364055,0.19882616,0.365841779,-2.393759113,-0.135344256,0.416274269,-0.935870314,-0.823530411,-0.797571743
248,0.770333609,0.459063112,-0.831803383,-1.169377507,-0.709366182,-2.214612078,-1.657726929,-0.750665905,-0.050187125,-0.414310702,-0.372684556
249,1.071171497,-0.750003249,-0.28940804,-0.536452024,-0.314692867,-0.578546335,-0.130369291,-0.899845361,-0.740243185,-0.953938897,-0.753206602
250,0.772902126,-0.587455344,-0.544934724,-0.098191081,2.709157985,1.179556664,-0.527090055,0.151643893,0.170701759,-0.255826257,-0.213557419
251,-0.10913257,0.690142218,0.982931527,-0.33384828,0.535673118,-1.125180158,-1.22605369,0.442139662,-0.55129919,-0.531841569,-0.701290865
252,0.135087649,0.501419427,-0.895060901,1.538427252,-1.212675036,1.926910442,0.478962044,1.162383559,-0.096116231,-0.686702849,0.282567225
253,1.138705171,-0.604393651,0.903167609,-0.485059514,0.408255653,0.757085038,1.528154009,-0.960493066,0.682646292,-0.001241379,0.218663526
254,-0.370481226,0.465981693,-0.563546313,0.642444342,1.192336142,-0.283581267,-0.815138503,0.659861097,-0.66591016,-0.786539595,-0.804715691
255,1.036001962,-0.007917797,-0.391504545,-0.294232506,-0.246204836,-1.042143353,-0.758893868,0.391379923,-0.674027705,-0.525317628,-0.484285209
256,-0.072248228,-1.186906371,-0.388096283,-0.437652597,-0.170143093,0.382253519,1.110519538,0.668050726,-0.109323275,-0.103271418,0.019330312
257,0.320422516,-0.21426261,0.542181358,0.779073134,-0.995857149,0.595167469,0.495283891,-0.531268213,-0.096321635,-0.521267582,-0.362222277
258,-0.396344655,0.727569648,-1.735061729,-1.670867817,0.06335601,0.160315244,-0.378659826,-0.900890561,-0.397111449,0.304737467,-0.582649238
259,-1.000245363,0.696624195,-1.61828738,-0.221835429,-0.782226345,-1.586308052,-1.702364008,-0.56966975,0.410320365,0.240361842,0.771568876
260,-0.714535167,0.320133817,-1.364389259,0.922992411,-0.233841294,-0.387385522,-0.88166152,0.569634212,-0.895620897,-0.756598023,-0.501710683
261,-0.843451541,-1.29170246,0.933228986,-0.425079014,0.521599746,2.324634417,0.12463024,-0.472292707,-0.140312155,-0.056412311,-0.257505158
262,1.825232166,-0.832947695,-1.332853371,1.752656088,2.049547606,-0.511734026,0.372843282,2.017473125,1.226230124,0.703953442,1.114399614
263,0.925305013,-0.513277416,1.39959334,0.391339848,1.404778515,-0.276412809,1.274526692,-0.140507775,1.126925415,0.767577421,0.584969906
264,1.576454368,0.248631428,1.269194668,0.605003647,0.568261692,0.967582194,-0.214904618,0.389016097,0.195048049,0.650204435,0.713172899
265,-1.163772686,0.646122426,2.662721388,-0.320541582,0.433963613,0.199790598,-0.21751643,-0.298740565,-0.18664878,-0.648597634,-0.194620958
266,0.104989956,-0.204628484,-1.488984776,9.62E-06,0.872449849,-0.312227365,-0.744179811,0.590195479,-0.756361074,-0.795280873,-0.562221785
267,2.015623288,-2.039368425,0.89870527,1.149799569,0.889339291,1.808845043,0.590233331,1.102730864,3.523316643,3.014607293,3.749346307
268,1.426632339,-0.693977017,0.187341733,0.392608233,0.052791511,0.455651369,1.302259178,-0.334103775,-0.017453089,-0.125965868,0.348799664
269,-0.235358563,0.280896757,-0.449383057,-1.698651581,0.20543074,-0.501138952,-1.927568949,-0.68335866,-0.388195809,-0.686420278,-0.135620934
270,0.459810922,-0.012664546,-0.154639219,-0.472964769,-0.632718471,-0.665975601,-0.794778828,-1.095889008,-0.868797414,-0.19584114,-0.786052431
271,-0.638868008,-1.903585341,0.286014933,0.178021484,-0.394575434,0.71876143,-0.28284444,0.445193044,0.183040258,0.408584056,-0.562529097
272,0.139814434,0.552265749,-0.45519627,-0.325971773,0.742791857,0.015690158,0.164043351,-0.669914358,-0.717957589,-0.463189604,-0.575362803
273,-1.004417541,-0.078864628,-0.818816977,-0.782497104,-0.572882723,0.216752629,1.007319994,0.611703946,-0.724652205,-0.484863926,-0.293667901
274,-0.960156414,-0.128474161,-0.549583038,-2.054797413,-0.117998523,-1.026762815,-0.283214484,0.116136865,-0.62901627,-0.194625007,-0.719417997
275,-0.361177162,0.494059488,-1.727546979,-0.30030639,-0.456493013,-0.53579406,-1.891765273,-1.276926752,0.038785906,0.137958387,0.244872323
276,0.395641806,-1.347551011,0.86456319,0.161608528,-0.937249649,-0.767447978,0.999951842,1.406219212,-0.103560914,-0.540271099,0.366707423
277,-2.417658503,0.849661333,0.217961002,-1.985373673,-0.195654849,1.995139344,0.306025725,-2.107263689,-1.146316048,-0.642178603,-1.02920511
278,-0.977422674,0.200154935,1.650892561,0.238653896,0.152385055,0.00582028,-0.303588611,-0.802197481,-0.798365594,-0.990655399,-0.395687421
279,-0.358533753,1.145928438,-0.607648921,0.768900321,0.260555883,-0.914675674,0.185736094,0.289553122,-0.577705278,-0.945034066,-0.192857773
280,-0.207058547,0.834170492,-0.178852503,-0.850488072,0.4272099,-0.617638833,-0.281238835,-1.347723318,-0.264712485,-0.650329183,-0.494553268
281,-0.349342123,-0.836045837,0.90909775,-0.022419204,-0.058036716,0.486271082,1.301174005,-1.837593057,-0.519446044,-0.210381243,-0.195160327
282,0.120735724,1.218605502,0.498991126,1.565252681,1.381023203,0.821323668,2.067256531,1.365687737,0.891564011,1.534351842,1.197864228
283,1.466492811,1.145648899,1.792272414,1.657925599,1.276343169,0.58715475,0.247749496,-0.835402998,0.47393611,0.333270889,0.668597085
284,0.920940077,-0.830530329,-0.445234901,1.588023626,1.164564374,1.284371408,-0.476669158,-0.465030725,0.830311558,0.235499799,0.366820214
285,-0.218235291,-1.382876067,-0.966911016,0.343711423,-1.995274796,-0.489593191,-0.851682404,-0.365509132,-1.030954131,-0.821501873,-0.788173406
286,1.453964572,-0.132909068,0.957054424,0.0574036,1.331382098,0.304159928,0.568229736,0.468987971,0.927654602,0.658756604,1.050274292
287,1.870345277,0.519797286,0.190004701,-0.149658363,-0.749652966,-1.547383013,1.302723092,0.848938082,-0.781442155,-0.546055862,-0.559480962
